"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"VCP","OK","negbinomial.size",7.06566167704675e-10,4.43051548696449e-09,"VCP",7900
"ERGIC3","OK","negbinomial.size",7.13445846503785e-10,4.47220571592415e-09,"ERGIC3",7425
"RELA","OK","negbinomial.size",7.17683922019495e-10,4.49731553205936e-09,"RELA",5250
"MAGOH","OK","negbinomial.size",7.18027092881712e-10,4.4980098501331e-09,"MAGOH",8912
"HM13","OK","negbinomial.size",7.24203490071907e-10,4.53523356755804e-09,"HM13",10687
"INPP5A","OK","negbinomial.size",7.36327708416438e-10,4.60966864547768e-09,"INPP5A",1537
"SEPTIN1","OK","negbinomial.size",7.46632913423554e-10,4.67267161498213e-09,"SEPTIN1",3018
"FLNA","OK","negbinomial.size",7.50122336992191e-10,4.69299226798896e-09,"FLNA",15818
"TMBIM1","OK","negbinomial.size",7.58293049184489e-10,4.74257788467339e-09,"TMBIM1",4846
"TSHZ3","OK","negbinomial.size",7.76495171295161e-10,4.85485046213192e-09,"TSHZ3",1768
"NUP188","OK","negbinomial.size",7.79837923096362e-10,4.87417587257871e-09,"NUP188",1199
"MNS1","OK","negbinomial.size",8.05353118766094e-10,5.03202721754528e-09,"MNS1",106
"NBPF11","OK","negbinomial.size",8.20238019977679e-10,5.12337765495577e-09,"NBPF11",1232
"ZNF74","OK","negbinomial.size",8.33561806994624e-10,5.20492125741772e-09,"ZNF74",115
"S100A4","OK","negbinomial.size",8.38451902089359e-10,5.23376764551555e-09,"S100A4",19077
"BIN1","OK","negbinomial.size",8.44424534259646e-10,5.26935064786072e-09,"BIN1",1077
"IQCB1","OK","negbinomial.size",8.45774889615845e-10,5.27607622890555e-09,"IQCB1",1523
"VPS37C","OK","negbinomial.size",8.49360801528092e-10,5.29673873556034e-09,"VPS37C",1763
"SRM","OK","negbinomial.size",8.54755670129618e-10,5.3286652195488e-09,"SRM",3931
"AC016727.1","OK","negbinomial.size",8.65056998819439e-10,5.3911488493715e-09,"AC016727.1",516
"LPL","OK","negbinomial.size",8.67883590238286e-10,5.40702370654731e-09,"LPL",722
"GTF2H4","OK","negbinomial.size",8.72847696922093e-10,5.43620105190507e-09,"GTF2H4",588
"ARHGAP23","OK","negbinomial.size",8.74519877338891e-10,5.44486370718846e-09,"ARHGAP23",184
"KANSL1-AS1","OK","negbinomial.size",8.76814818522095e-10,5.45739692673061e-09,"KANSL1-AS1",912
"ANO8","OK","negbinomial.size",8.91097231284257e-10,5.54450951654431e-09,"ANO8",654
"BAG2","OK","negbinomial.size",9.33148599135853e-10,5.8042922344064e-09,"BAG2",145
"EIF3J-DT","OK","negbinomial.size",9.41421032426526e-10,5.85386666388701e-09,"EIF3J-DT",1067
"SNHG10","OK","negbinomial.size",9.43785724163173e-10,5.86668601882676e-09,"SNHG10",908
"C1orf226","OK","negbinomial.size",9.51711196816849e-10,5.91405253187279e-09,"C1orf226",169
"PITPNA-AS1","OK","negbinomial.size",9.7464892932797e-10,6.05464676668855e-09,"PITPNA-AS1",688
"AL356488.3","OK","negbinomial.size",9.80347333335428e-10,6.08809218202563e-09,"AL356488.3",372
"SELPLG","OK","negbinomial.size",9.8618536245519e-10,6.12238295735892e-09,"SELPLG",7698
"DDX6","OK","negbinomial.size",9.88703850154506e-10,6.13605015307495e-09,"DDX6",8683
"DERA","OK","negbinomial.size",1.00058421005742e-09,6.20779120323127e-09,"DERA",3245
"MSC","OK","negbinomial.size",1.00967441488357e-09,6.26218123963515e-09,"MSC",724
"CHCHD1","OK","negbinomial.size",1.02699906197598e-09,6.36759155754936e-09,"CHCHD1",5582
"GUK1","OK","negbinomial.size",1.03940434391589e-09,6.44244312685875e-09,"GUK1",14140
"ERLEC1","OK","negbinomial.size",1.04612100412893e-09,6.48199880823423e-09,"ERLEC1",3775
"IGSF9","OK","negbinomial.size",1.05435610601981e-09,6.53093476615217e-09,"IGSF9",122
"ADIPOR1","OK","negbinomial.size",1.06480256596913e-09,6.59353271575961e-09,"ADIPOR1",7139
"CRTAM","OK","negbinomial.size",1.06883163602507e-09,6.6163651994043e-09,"CRTAM",1592
"AC008906.1","OK","negbinomial.size",1.09558733265818e-09,6.77982225008452e-09,"AC008906.1",746
"IFT27","OK","negbinomial.size",1.0991523783491e-09,6.79970999926606e-09,"IFT27",1517
"LINC00339","OK","negbinomial.size",1.10732988720364e-09,6.84811010434533e-09,"LINC00339",1004
"TRIAP1","OK","negbinomial.size",1.12689464447077e-09,6.96687947397657e-09,"TRIAP1",2098
"ZBTB33","OK","negbinomial.size",1.14368122135467e-09,7.068402746412e-09,"ZBTB33",2644
"FIRRE","OK","negbinomial.size",1.15025335650156e-09,7.10675206568807e-09,"FIRRE",205
"ATAD2","OK","negbinomial.size",1.15257558566217e-09,7.11882757232376e-09,"ATAD2",1713
"NUP160","OK","negbinomial.size",1.15806301885899e-09,7.15043886955456e-09,"NUP160",1335
"HERC6","OK","negbinomial.size",1.16733646300623e-09,7.20539920740164e-09,"HERC6",726
"SMCR8","OK","negbinomial.size",1.17552365058074e-09,7.25362171000681e-09,"SMCR8",4000
"LINC00960","OK","negbinomial.size",1.17772126947573e-09,7.26486635221214e-09,"LINC00960",56
"ELL","OK","negbinomial.size",1.18111623924601e-09,7.28348743010038e-09,"ELL",5046
"BUD31","OK","negbinomial.size",1.19080441041212e-09,7.34089202940999e-09,"BUD31",9639
"TARS","OK","negbinomial.size",1.20628528272031e-09,7.43395868118978e-09,"TARS",3075
"MLLT11","OK","negbinomial.size",1.21492164198898e-09,7.48479892551896e-09,"MLLT11",2630
"POLR2L","OK","negbinomial.size",1.21734277358899e-09,7.49732868862935e-09,"POLR2L",15562
"GCAT","OK","negbinomial.size",1.21983824729756e-09,7.51030819113832e-09,"GCAT",153
"AC113349.2","OK","negbinomial.size",1.22330845152577e-09,7.52927875872318e-09,"AC113349.2",11
"SPNS2","OK","negbinomial.size",1.23555846094067e-09,7.60225846421757e-09,"SPNS2",198
"SIN3B","OK","negbinomial.size",1.2381438967278e-09,7.6157456018303e-09,"SIN3B",3838
"AC040970.1","OK","negbinomial.size",1.24021330484671e-09,7.62605112513272e-09,"AC040970.1",3093
"LARP1B","OK","negbinomial.size",1.24496212160443e-09,7.65282051060559e-09,"LARP1B",2204
"TP53INP2","OK","negbinomial.size",1.25302665633552e-09,7.6999482497418e-09,"TP53INP2",6024
"ANLN","OK","negbinomial.size",1.27087246695238e-09,7.80713371716829e-09,"ANLN",254
"HIST1H2BK","OK","negbinomial.size",1.28480267950653e-09,7.89020478020554e-09,"HIST1H2BK",523
"TRIM71","OK","negbinomial.size",1.28599943590794e-09,7.89504950233743e-09,"TRIM71",229
"HHLA3","OK","negbinomial.size",1.29024079616414e-09,7.91857675692746e-09,"HHLA3",349
"B3GAT2","OK","negbinomial.size",1.32580496871807e-09,8.13426522328862e-09,"B3GAT2",754
"CTR9","OK","negbinomial.size",1.33714696875201e-09,8.20125281182908e-09,"CTR9",2854
"LSM3","OK","negbinomial.size",1.3455767307912e-09,8.25034170982743e-09,"LSM3",9488
"PRKCSH","OK","negbinomial.size",1.34685883708483e-09,8.25558787506366e-09,"PRKCSH",7335
"ZNF276","OK","negbinomial.size",1.38148985508793e-09,8.46517857706144e-09,"ZNF276",3390
"DAD1","OK","negbinomial.size",1.41970273666409e-09,8.69657780810339e-09,"DAD1",11297
"AC009403.1","OK","negbinomial.size",1.43615185938949e-09,8.79455600828925e-09,"AC009403.1",685
"GOLM1","OK","negbinomial.size",1.43789463910003e-09,8.80244355757725e-09,"GOLM1",3142
"RPL7","OK","negbinomial.size",1.44454579349067e-09,8.84036450350898e-09,"RPL7",18883
"ZCCHC3","OK","negbinomial.size",1.45989252860037e-09,8.9314600746262e-09,"ZCCHC3",1663
"MFSD14A","OK","negbinomial.size",1.46312010422059e-09,8.94837783804046e-09,"MFSD14A",4924
"PPRC1","OK","negbinomial.size",1.4672864342661e-09,8.97102448139256e-09,"PPRC1",911
"ZNF726","OK","negbinomial.size",1.4709993324713e-09,8.99088540531955e-09,"ZNF726",131
"AL133163.2","OK","negbinomial.size",1.50352882942779e-09,9.18680793915207e-09,"AL133163.2",506
"AC104984.5","OK","negbinomial.size",1.51404622500482e-09,9.24815171265962e-09,"AC104984.5",96
"ELOA","OK","negbinomial.size",1.53051536102127e-09,9.34579995056429e-09,"ELOA",2854
"FAM30A","OK","negbinomial.size",1.55075423409472e-09,9.46639852077310e-09,"FAM30A",848
"LPAR4","OK","negbinomial.size",1.56159070518218e-09,9.52954327875518e-09,"LPAR4",49
"HEXB","OK","negbinomial.size",1.56673769082408e-09,9.55793932596335e-09,"HEXB",9401
"AC092809.2","OK","negbinomial.size",1.58818141708184e-09,9.68265439069391e-09,"AC092809.2",94
"SMIM3","OK","negbinomial.size",1.58785499308972e-09,9.68265439069391e-09,"SMIM3",4434
"CC2D2B","OK","negbinomial.size",1.58935171284999e-09,9.68673838338706e-09,"CC2D2B",243
"ITGAV","OK","negbinomial.size",1.59307557986756e-09,9.70637834419149e-09,"ITGAV",1473
"HIST1H4J","OK","negbinomial.size",1.6143986463491e-09,9.83320157249201e-09,"HIST1H4J",810
"RANBP2","OK","negbinomial.size",1.63773844462504e-09,9.97222493633435e-09,"RANBP2",7005
"SAMD8","OK","negbinomial.size",1.65359421917527e-09,1.00656048115018e-08,"SAMD8",4600
"JAK1","OK","negbinomial.size",1.67910595622406e-09,1.0217684374294e-08,"JAK1",12123
"MAD2L1","OK","negbinomial.size",1.68268430024895e-09,1.02362413576112e-08,"MAD2L1",248
"PRKCA","OK","negbinomial.size",1.70929007886024e-09,1.03948250256041e-08,"PRKCA",2530
"TGIF1","OK","negbinomial.size",1.7127432259296e-09,1.041255358804e-08,"TGIF1",6376
"COPG1","OK","negbinomial.size",1.72398159929587e-09,1.04775861279655e-08,"COPG1",2390
"CNOT6L","OK","negbinomial.size",1.7269015829077e-09,1.04920382738055e-08,"CNOT6L",5232
"SIGIRR","OK","negbinomial.size",1.77236825027764e-09,1.07648987199951e-08,"SIGIRR",6501
"SFMBT1","OK","negbinomial.size",1.79028719283787e-09,1.08703228330498e-08,"SFMBT1",377
"ARHGDIB","OK","negbinomial.size",1.80552137093055e-09,1.09593845020704e-08,"ARHGDIB",17949
"ZNF385C","OK","negbinomial.size",1.83893362064622e-09,1.11586953275388e-08,"ZNF385C",78
"KAT5","OK","negbinomial.size",1.86125833831561e-09,1.12906228940066e-08,"KAT5",3042
"RASSF4","OK","negbinomial.size",1.86858614469541e-09,1.13315231838562e-08,"RASSF4",9101
"SAP25","OK","negbinomial.size",1.8692877300429e-09,1.13322275572942e-08,"SAP25",2684
"ADCY4","OK","negbinomial.size",1.87387040034201e-09,1.13564525170383e-08,"ADCY4",388
"CUL7","OK","negbinomial.size",1.9283178877362e-09,1.16827697505194e-08,"CUL7",225
"TMEM102","OK","negbinomial.size",1.93070392226574e-09,1.16935656518454e-08,"TMEM102",439
"MYOM2","OK","negbinomial.size",1.93473148575198e-09,1.17142938284958e-08,"MYOM2",269
"AC025171.2","OK","negbinomial.size",1.94569446949622e-09,1.17769880694304e-08,"AC025171.2",2231
"AR","OK","negbinomial.size",1.95699414782588e-09,1.18416804374697e-08,"AR",91
"AGPAT2","OK","negbinomial.size",1.96375406665123e-09,1.18788710838025e-08,"AGPAT2",6956
"RPL35","OK","negbinomial.size",1.97573248750084e-09,1.19475956765241e-08,"RPL35",18935
"TRIP11","OK","negbinomial.size",1.97954444660206e-09,1.19669087610481e-08,"TRIP11",2381
"AC092620.1","OK","negbinomial.size",1.99272541318388e-09,1.20428304161724e-08,"AC092620.1",1465
"SEMA4C","OK","negbinomial.size",1.99987566119921e-09,1.20822700292862e-08,"SEMA4C",195
"BSCL2","OK","negbinomial.size",2.00106148730108e-09,1.20856621559086e-08,"BSCL2",2307
"RC3H1","OK","negbinomial.size",2.018087630126e-09,1.21846919077819e-08,"RC3H1",8209
"ANKLE2","OK","negbinomial.size",2.07010563602277e-09,1.24948658548465e-08,"ANKLE2",6041
"PSMD8","OK","negbinomial.size",2.0883801275247e-09,1.26012388181096e-08,"PSMD8",10601
"SREK1IP1","OK","negbinomial.size",2.09537889477808e-09,1.2639529219763e-08,"SREK1IP1",6432
"ARHGAP19","OK","negbinomial.size",2.09831687782453e-09,1.26533083501712e-08,"ARHGAP19",2968
"GLIPR2","OK","negbinomial.size",2.14019719335288e-09,1.29018365218722e-08,"GLIPR2",13791
"ORC6","OK","negbinomial.size",2.1534209350847e-09,1.29775121545562e-08,"ORC6",381
"C1orf56","OK","negbinomial.size",2.19480493448178e-09,1.32227946208415e-08,"C1orf56",3059
"TLE5","OK","negbinomial.size",2.20123405225415e-09,1.32574012288375e-08,"TLE5",12477
"SNRPE","OK","negbinomial.size",2.20847962685697e-09,1.32969020644076e-08,"SNRPE",9828
"AC018797.3","OK","negbinomial.size",2.2110761578172e-09,1.33081631750556e-08,"AC018797.3",244
"AP000757.1","OK","negbinomial.size",2.21172500563899e-09,1.33081631750556e-08,"AP000757.1",225
"C4orf3","OK","negbinomial.size",2.24511853360134e-09,1.35048972824491e-08,"C4orf3",12303
"EIF6","OK","negbinomial.size",2.26574968730226e-09,1.36247644290493e-08,"EIF6",7756
"AKAP8","OK","negbinomial.size",2.26957650091503e-09,1.3643537990128e-08,"AKAP8",4954
"ENOSF1","OK","negbinomial.size",2.27340222152072e-09,1.3662293325668e-08,"ENOSF1",556
"IQGAP2","OK","negbinomial.size",2.28481226818414e-09,1.37266018234762e-08,"IQGAP2",10299
"AC073896.2","OK","negbinomial.size",2.32878632833349e-09,1.39864464652657e-08,"AC073896.2",654
"NKX2-3","OK","negbinomial.size",2.33866478286496e-09,1.40414187971207e-08,"NKX2-3",217
"TNFRSF9","OK","negbinomial.size",2.34265519413875e-09,1.4061015997812e-08,"TNFRSF9",425
"CHD7","OK","negbinomial.size",2.36315553557474e-09,1.41796657477124e-08,"CHD7",3200
"SS18L2","OK","negbinomial.size",2.36448769125282e-09,1.41832625471276e-08,"SS18L2",4736
"AC090796.1","OK","negbinomial.size",2.39769768620168e-09,1.43780155241034e-08,"AC090796.1",72
"SDF2","OK","negbinomial.size",2.39863270828118e-09,1.43791679573238e-08,"SDF2",4382
"ZNF593","OK","negbinomial.size",2.40939695499713e-09,1.44392250333992e-08,"ZNF593",3911
"SPPL2A","OK","negbinomial.size",2.41654815146862e-09,1.44775990615841e-08,"SPPL2A",7350
"VANGL1","OK","negbinomial.size",2.44830436861476e-09,1.46633130146275e-08,"VANGL1",166
"TCEAL3","OK","negbinomial.size",2.48947458978468e-09,1.49052767195985e-08,"TCEAL3",2281
"HCK","OK","negbinomial.size",2.49090826814119e-09,1.49092490248636e-08,"HCK",12646
"CSPP1","OK","negbinomial.size",2.53464371243278e-09,1.51663364270669e-08,"CSPP1",2011
"COPS9","OK","negbinomial.size",2.63404137284369e-09,1.57542861078139e-08,"COPS9",13563
"IGHG2","OK","negbinomial.size",2.63453139076269e-09,1.57542861078139e-08,"IGHG2",249
"BCL7C","OK","negbinomial.size",2.63996799975153e-09,1.57819211152533e-08,"BCL7C",5435
"RAP1GAP2","OK","negbinomial.size",2.64299052921333e-09,1.57951119709733e-08,"RAP1GAP2",3359
"AC104530.1","OK","negbinomial.size",2.66905755811812e-09,1.59459713433619e-08,"AC104530.1",1205
"AC015802.6","OK","negbinomial.size",2.68089151142748e-09,1.60117300174951e-08,"AC015802.6",1165
"SCN1B","OK","negbinomial.size",2.69127715244214e-09,1.60688006908768e-08,"SCN1B",317
"PAXBP1","OK","negbinomial.size",2.6943013230564e-09,1.60818966112867e-08,"PAXBP1",5219
"TANK","OK","negbinomial.size",2.76010114003243e-09,1.64695677458717e-08,"TANK",10741
"TECPR1","OK","negbinomial.size",2.76543524687603e-09,1.64963112708103e-08,"TECPR1",2598
"PARVG","OK","negbinomial.size",2.78223638944167e-09,1.65914201449237e-08,"PARVG",12382
"POLR2I","OK","negbinomial.size",2.78432709273267e-09,1.65987741096478e-08,"POLR2I",5441
"NENF","OK","negbinomial.size",2.80725281949513e-09,1.67302933580564e-08,"NENF",4860
"CD53","OK","negbinomial.size",2.8189644910355e-09,1.6794920176354e-08,"CD53",15306
"AC097634.1","OK","negbinomial.size",2.88583450875037e-09,1.71880303341172e-08,"AC097634.1",875
"CLK3","OK","negbinomial.size",2.92502265013589e-09,1.74160761115597e-08,"CLK3",4431
"LINC00173","OK","negbinomial.size",2.93632171991372e-09,1.74779764859686e-08,"LINC00173",2043
"AC022217.3","OK","negbinomial.size",2.9507761930801e-09,1.75586150536279e-08,"AC022217.3",571
"SMUG1","OK","negbinomial.size",3.02457373539102e-09,1.79922169010338e-08,"SMUG1",1383
"AC023509.2","OK","negbinomial.size",3.02917509468838e-09,1.80140529363696e-08,"AC023509.2",395
"KMT2A","OK","negbinomial.size",3.07986644785211e-09,1.83098817048751e-08,"KMT2A",7613
"CALR","OK","negbinomial.size",3.10172741124368e-09,1.84341840649198e-08,"CALR",14182
"UBE2N","OK","negbinomial.size",3.10579862054085e-09,1.84527145174368e-08,"UBE2N",7289
"EIF4B","OK","negbinomial.size",3.12149767492405e-09,1.85402977887403e-08,"EIF4B",13758
"COLEC12","OK","negbinomial.size",3.17208980012785e-09,1.88350129635199e-08,"COLEC12",332
"AL163051.1","OK","negbinomial.size",3.19254086938498e-09,1.89448233012523e-08,"AL163051.1",265
"AC125437.3","OK","negbinomial.size",3.192005141091e-09,1.89448233012523e-08,"AC125437.3",299
"HSPG2","OK","negbinomial.size",3.20104199345851e-09,1.89894483197598e-08,"HSPG2",133
"DNAJC13","OK","negbinomial.size",3.20968009306431e-09,1.90348583215214e-08,"DNAJC13",5432
"HNRNPL","OK","negbinomial.size",3.22142108007775e-09,1.90986364003262e-08,"HNRNPL",11465
"AC093849.4","OK","negbinomial.size",3.22585515949186e-09,1.91190686841041e-08,"AC093849.4",510
"AC245452.1","OK","negbinomial.size",3.26329179044258e-09,1.93350288299961e-08,"AC245452.1",1164
"ERG","OK","negbinomial.size",3.28849670052099e-09,1.94784059461398e-08,"ERG",353
"GPR161","OK","negbinomial.size",3.29069850629816e-09,1.94854851595025e-08,"GPR161",285
"DGUOK","OK","negbinomial.size",3.33245406094204e-09,1.97267013020352e-08,"DGUOK",6469
"LINC01410","OK","negbinomial.size",3.35833148682564e-09,1.98738069674362e-08,"LINC01410",3896
"SLC25A36","OK","negbinomial.size",3.37872733684214e-09,1.99883939667645e-08,"SLC25A36",7522
"CALN1","OK","negbinomial.size",3.39127360947049e-09,2.00564873994868e-08,"CALN1",85
"PLTP","OK","negbinomial.size",3.43259912489505e-09,2.02946918938893e-08,"PLTP",325
"ZFHX3","OK","negbinomial.size",3.44199216119502e-09,2.03440129051151e-08,"ZFHX3",8745
"AP4B1","OK","negbinomial.size",3.45046228627346e-09,2.0387850572465e-08,"AP4B1",884
"MBNL1","OK","negbinomial.size",3.45563255422567e-09,2.04121694696815e-08,"MBNL1",17963
"AL009179.2","OK","negbinomial.size",3.46974722114353e-09,2.0489291323879e-08,"AL009179.2",102
"ALG13","OK","negbinomial.size",3.47298602700004e-09,2.05021624045867e-08,"ALG13",6225
"BZW1","OK","negbinomial.size",3.47844663032842e-09,2.05281376290449e-08,"BZW1",14097
"CPOX","OK","negbinomial.size",3.53309765441102e-09,2.08443070089711e-08,"CPOX",713
"EMC6","OK","negbinomial.size",3.53436701111926e-09,2.08454424845325e-08,"EMC6",5658
"AP3B1","OK","negbinomial.size",3.54380175478902e-09,2.0894721464347e-08,"AP3B1",7708
"ST3GAL1","OK","negbinomial.size",3.67378334481045e-09,2.1654514069883e-08,"ST3GAL1",4656
"CEP76","OK","negbinomial.size",3.68041670080064e-09,2.16870094603951e-08,"CEP76",365
"AC020656.2","OK","negbinomial.size",3.69959993291899e-09,2.17934132384397e-08,"AC020656.2",481
"CCDC159","OK","negbinomial.size",3.7429273314857e-09,2.20419362201304e-08,"CCDC159",4586
"PCNX2","OK","negbinomial.size",3.8583308896292e-09,2.27146323085622e-08,"PCNX2",465
"DDB1","OK","negbinomial.size",3.9222745596398e-09,2.30840585743228e-08,"DDB1",3650
"ITPA","OK","negbinomial.size",3.95708858415558e-09,2.32818734721883e-08,"ITPA",5264
"FAM124A","OK","negbinomial.size",3.9586492442462e-09,2.32839785538966e-08,"FAM124A",321
"SETBP1","OK","negbinomial.size",3.98636762934613e-09,2.3439890097586e-08,"SETBP1",391
"PNISR","OK","negbinomial.size",3.99935027403562e-09,2.35090869281833e-08,"PNISR",15301
"DNAJC9","OK","negbinomial.size",4.00155423744742e-09,2.35149014493836e-08,"DNAJC9",1248
"SEC23B","OK","negbinomial.size",4.03610907567184e-09,2.37107627853657e-08,"SEC23B",3480
"RIN2","OK","negbinomial.size",4.04361347131923e-09,2.37476413726718e-08,"RIN2",3572
"E2F1","OK","negbinomial.size",4.07143016582161e-09,2.39037530239032e-08,"E2F1",222
"TAGLN2","OK","negbinomial.size",4.09306541468405e-09,2.40234891546511e-08,"TAGLN2",16404
"ELFN1-AS1","OK","negbinomial.size",4.22592714604304e-09,2.4795778043636e-08,"ELFN1-AS1",49
"ZNF141","OK","negbinomial.size",4.24391365950051e-09,2.48937686990762e-08,"ZNF141",983
"SACS","OK","negbinomial.size",4.26993011403663e-09,2.50312044874037e-08,"SACS",780
"PDCD7","OK","negbinomial.size",4.26938677570288e-09,2.50312044874037e-08,"PDCD7",2709
"AL132986.1","OK","negbinomial.size",4.28039565117545e-09,2.50849587102038e-08,"AL132986.1",233
"RASGRP1","OK","negbinomial.size",4.33802849888605e-09,2.54150174494362e-08,"RASGRP1",304
"LINC01309","OK","negbinomial.size",4.36119196185422e-09,2.55429932846028e-08,"LINC01309",1071
"ITGB2-AS1","OK","negbinomial.size",4.40263087684563e-09,2.57778965163644e-08,"ITGB2-AS1",5888
"MRPS5","OK","negbinomial.size",4.42474922548934e-09,2.58995678130623e-08,"MRPS5",6540
"ARHGEF2","OK","negbinomial.size",4.43256254164207e-09,2.593745862109e-08,"ARHGEF2",5679
"MAN2B2","OK","negbinomial.size",4.48177624591689e-09,2.62175106655223e-08,"MAN2B2",3944
"MGAM","OK","negbinomial.size",4.48469130700749e-09,2.62266373503759e-08,"MGAM",1086
"VPS25","OK","negbinomial.size",4.54103927347017e-09,2.65481417144555e-08,"VPS25",3319
"HNRNPM","OK","negbinomial.size",4.54495842572499e-09,2.65630314754706e-08,"HNRNPM",12875
"AC010976.1","OK","negbinomial.size",4.62282599676631e-09,2.7009973685302e-08,"AC010976.1",121
"ZNF33B","OK","negbinomial.size",4.64782617361773e-09,2.71478488964147e-08,"ZNF33B",1259
"SLC16A7","OK","negbinomial.size",4.6549639910429e-09,2.71813387555407e-08,"SLC16A7",2694
"ARMC5","OK","negbinomial.size",4.68204775788569e-09,2.73312419931825e-08,"ARMC5",2307
"FAM91A1","OK","negbinomial.size",4.70539183035408e-09,2.74592311305891e-08,"FAM91A1",7865
"ZNF69","OK","negbinomial.size",4.72502624800776e-09,2.7565501230466e-08,"ZNF69",304
"RPL27A","OK","negbinomial.size",4.77621086009331e-09,2.78557136543616e-08,"RPL27A",19151
"UBALD1","OK","negbinomial.size",4.83184718695413e-09,2.81717066258648e-08,"UBALD1",1176
"LINC01094","OK","negbinomial.size",4.92685430500046e-09,2.87169884919885e-08,"LINC01094",586
"LSM14A","OK","negbinomial.size",4.97592642559775e-09,2.89942829079758e-08,"LSM14A",8737
"SCAF4","OK","negbinomial.size",4.99009378538989e-09,2.9068084683657e-08,"SCAF4",3512
"PTPN11","OK","negbinomial.size",4.99829443225201e-09,2.91070954648322e-08,"PTPN11",5386
"HIST1H2BJ","OK","negbinomial.size",5.00688949244804e-09,2.91483789188923e-08,"HIST1H2BJ",206
"RAPGEF2","OK","negbinomial.size",5.02028152537479e-09,2.92175554680336e-08,"RAPGEF2",4502
"PYCR2","OK","negbinomial.size",5.03585635573258e-09,2.9299390284916e-08,"PYCR2",2223
"KAT8","OK","negbinomial.size",5.04696302536628e-09,2.93551872842593e-08,"KAT8",4462
"DNAJC27-AS1","OK","negbinomial.size",5.0494213342234e-09,2.9360663492509e-08,"DNAJC27-AS1",445
"MRS2","OK","negbinomial.size",5.0611175388985e-09,2.94198354956331e-08,"MRS2",1294
"TC2N","OK","negbinomial.size",5.11191625288604e-09,2.97062032143846e-08,"TC2N",267
"HNRNPA1P48","OK","negbinomial.size",5.19064741332354e-09,3.01501776057677e-08,"HNRNPA1P48",2007
"TWSG1","OK","negbinomial.size",5.19143162473646e-09,3.01501776057677e-08,"TWSG1",897
"DPY19L4","OK","negbinomial.size",5.22002546933334e-09,3.0307148473271e-08,"DPY19L4",684
"KNOP1","OK","negbinomial.size",5.22425888460632e-09,3.0322632452571e-08,"KNOP1",1229
"NSD2","OK","negbinomial.size",5.23670981530469e-09,3.0385788937306e-08,"NSD2",1769
"ZNF138","OK","negbinomial.size",5.2530932500042e-09,3.0471718921286e-08,"ZNF138",658
"ACAP3","OK","negbinomial.size",5.27812973886671e-09,3.06077763197252e-08,"ACAP3",2657
"VAPA","OK","negbinomial.size",5.3115092177091e-09,3.07921185765783e-08,"VAPA",16253
"ATG2A","OK","negbinomial.size",5.36003048238576e-09,3.10641048046531e-08,"ATG2A",4295
"C16orf58","OK","negbinomial.size",5.38783567559232e-09,3.12159039725952e-08,"C16orf58",950
"AP000355.1","OK","negbinomial.size",5.42785317566639e-09,3.14383464755758e-08,"AP000355.1",500
"ZKSCAN1","OK","negbinomial.size",5.4588293366889e-09,3.16083037601816e-08,"ZKSCAN1",3681
"NCAM1","OK","negbinomial.size",5.46718919586153e-09,3.16472432010442e-08,"NCAM1",1236
"ORM1","OK","negbinomial.size",5.49974441928769e-09,3.18261742075192e-08,"ORM1",264
"ZBTB1","OK","negbinomial.size",5.52228905190294e-09,3.19470858271623e-08,"ZBTB1",7406
"ACER3","OK","negbinomial.size",5.6412578106832e-09,3.26255833407215e-08,"ACER3",5255
"COA4","OK","negbinomial.size",5.65159794538678e-09,3.26756216932054e-08,"COA4",3726
"WIPF2","OK","negbinomial.size",5.65783179758196e-09,3.27018961199743e-08,"WIPF2",4509
"AC020910.5","OK","negbinomial.size",5.73353094270188e-09,3.31295398381732e-08,"AC020910.5",384
"RFK","OK","negbinomial.size",5.75184219405042e-09,3.32254280364769e-08,"RFK",2832
"IFI16","OK","negbinomial.size",5.84037588449515e-09,3.37267768485002e-08,"IFI16",10650
"IFI27L1","OK","negbinomial.size",5.90574088619163e-09,3.40940728702688e-08,"IFI27L1",656
"CCDC130","OK","negbinomial.size",5.93928379043843e-09,3.42774944339644e-08,"CCDC130",2890
"CD47","OK","negbinomial.size",5.96009587417167e-09,3.43873549437678e-08,"CD47",8473
"NCOA4","OK","negbinomial.size",5.98695337528183e-09,3.45320192149375e-08,"NCOA4",12514
"BEND5","OK","negbinomial.size",5.98932864504732e-09,3.45354288299616e-08,"BEND5",71
"SERTAD1","OK","negbinomial.size",6.01586421603088e-09,3.46781070963996e-08,"SERTAD1",7346
"STK32C","OK","negbinomial.size",6.05921730478385e-09,3.49176151737722e-08,"STK32C",2238
"SIGLEC14","OK","negbinomial.size",6.1395036952493e-09,3.53697538776609e-08,"SIGLEC14",3341
"CACNB3","OK","negbinomial.size",6.21456077168883e-09,3.57915063545316e-08,"CACNB3",238
"AC110792.2","OK","negbinomial.size",6.22588317835356e-09,3.58460501735247e-08,"AC110792.2",218
"TPMT","OK","negbinomial.size",6.24924276699314e-09,3.59698460424283e-08,"TPMT",5163
"AC108863.2","OK","negbinomial.size",6.31506234693882e-09,3.63378899672101e-08,"AC108863.2",1275
"METRN","OK","negbinomial.size",6.42079379941982e-09,3.69353062631113e-08,"METRN",1053
