"","status","family","pval","qval","gene_short_name","num_cells_expressed"
"CKB","OK","negbinomial.size",0.00209353037849476,0.00547786467898573,"CKB",935
"TBC1D16","OK","negbinomial.size",0.0020981133283837,0.00548900928470378,"TBC1D16",79
"LETM1","OK","negbinomial.size",0.00210056603747163,0.00549468334964033,"LETM1",1468
"GATAD2B","OK","negbinomial.size",0.0021055650931601,0.00550701574223756,"GATAD2B",3636
"RIPOR1","OK","negbinomial.size",0.0021059938162542,0.00550739290748887,"RIPOR1",3102
"LRIG1","OK","negbinomial.size",0.00210675899083075,0.00550864970761999,"LRIG1",97
"DLK2","OK","negbinomial.size",0.00210942665785952,0.00551488004000362,"DLK2",50
"KDELR3","OK","negbinomial.size",0.00211635055420738,0.00553223466276736,"KDELR3",99
"ELP3","OK","negbinomial.size",0.00212218766836632,0.00554674408541275,"ELP3",1125
"GAK","OK","negbinomial.size",0.00212845628350097,0.00556237724851199,"GAK",6326
"AC006369.1","OK","negbinomial.size",0.00213326596104481,0.00557356025991915,"AC006369.1",48
"PTPN18","OK","negbinomial.size",0.00213331135846159,0.00557356025991915,"PTPN18",9244
"AC115485.1","OK","negbinomial.size",0.00213639881246706,0.00558076582092666,"AC115485.1",14
"TBX21","OK","negbinomial.size",0.002136645941979,0.00558076582092666,"TBX21",119
"AF230666.1","OK","negbinomial.size",0.0021380346079601,0.00558363949086397,"AF230666.1",59
"FEM1B","OK","negbinomial.size",0.00213927842108232,0.00558613414230278,"FEM1B",4072
"ZNF329","OK","negbinomial.size",0.00214045203422415,0.00558844483766884,"ZNF329",142
"CIP2A","OK","negbinomial.size",0.00214392277628424,0.00559675160897289,"CIP2A",305
"MAD2L1BP","OK","negbinomial.size",0.00214875900570338,0.00560862029037222,"MAD2L1BP",1252
"ZDHHC24","OK","negbinomial.size",0.00215322347042975,0.00561951553419289,"ZDHHC24",2665
"AC123777.1","OK","negbinomial.size",0.00215613909181017,0.00562636619037065,"AC123777.1",293
"CKLF","OK","negbinomial.size",0.00215674752457907,0.00562719528686846,"CKLF",12305
"PGGHG","OK","negbinomial.size",0.00215707725388959,0.00562729708942598,"PGGHG",1366
"HDHD5","OK","negbinomial.size",0.00216648064129538,0.00565106667208661,"HDHD5",2534
"AC104794.3","OK","negbinomial.size",0.00216752508149302,0.00565302923773382,"AC104794.3",725
"USP24","OK","negbinomial.size",0.00216862733606129,0.00565514203746981,"USP24",2929
"AC011479.4","OK","negbinomial.size",0.00217092516230144,0.0056603715472345,"AC011479.4",20
"ZNF808","OK","negbinomial.size",0.00217139755781486,0.00566084074432622,"ZNF808",1056
"ZNF337","OK","negbinomial.size",0.00217575287345678,0.00567143123774616,"ZNF337",429
"PWP2","OK","negbinomial.size",0.00217941953632307,0.00568022404262902,"PWP2",161
"COL27A1","OK","negbinomial.size",0.00218393544860474,0.00569122758193889,"COL27A1",14
"MPND","OK","negbinomial.size",0.00218556382097401,0.00569470438586537,"MPND",2104
"PAPLN","OK","negbinomial.size",0.0021868726260735,0.00569734770160224,"PAPLN",340
"C11orf1","OK","negbinomial.size",0.00218952874559214,0.00570349992308264,"C11orf1",1111
"HCRT","OK","negbinomial.size",0.00219323656377932,0.00571238968851942,"HCRT",257
"ATAT1","OK","negbinomial.size",0.0021936796940322,0.0057127715110174,"ATAT1",451
"AL356776.2","OK","negbinomial.size",0.00219397341596856,0.0057127715110174,"AL356776.2",163
"IFT74-AS1","OK","negbinomial.size",0.00219542321024847,0.00571577768403222,"IFT74-AS1",39
"EMG1","OK","negbinomial.size",0.00219649920624442,0.00571780999667473,"EMG1",1721
"MFAP3L","OK","negbinomial.size",0.00219878223206761,0.00572298341618027,"MFAP3L",61
"SYMPK","OK","negbinomial.size",0.00220314273184134,0.00573356196023835,"SYMPK",4248
"ACAD9","OK","negbinomial.size",0.00220954069443343,0.00574943933622099,"ACAD9",1096
"IGBP1","OK","negbinomial.size",0.00221203052416607,0.00575514446993045,"IGBP1",9135
"CXCL3","OK","negbinomial.size",0.00221380299123824,0.00575820807597402,"CXCL3",2526
"ADAM11","OK","negbinomial.size",0.00221362608008716,0.00575820807597402,"ADAM11",42
"TSTD2","OK","negbinomial.size",0.00221860207348515,0.00576991540191482,"TSTD2",812
"ATPAF2","OK","negbinomial.size",0.00222165603706101,0.00577637219442753,"ATPAF2",2992
"KIR2DL3","OK","negbinomial.size",0.00222168161324136,0.00577637219442753,"KIR2DL3",19
"CCN4","OK","negbinomial.size",0.00222232777775675,0.00577727622804691,"CCN4",77
"NRBP2","OK","negbinomial.size",0.00223192077148776,0.00580143552755318,"NRBP2",571
"AL590723.1","OK","negbinomial.size",0.00223681615657574,0.00581337947675034,"AL590723.1",81
"PIM2","OK","negbinomial.size",0.00224027032649284,0.00582157507181124,"PIM2",1779
"AL356417.3","OK","negbinomial.size",0.0022440855393843,0.00583070654843783,"AL356417.3",675
"APTR","OK","negbinomial.size",0.0022449723932998,0.00583222797169564,"APTR",701
"KIAA1324L","OK","negbinomial.size",0.00224744267978508,0.00583786204409551,"KIAA1324L",33
"ECT2","OK","negbinomial.size",0.00224848939436774,0.00583979729059121,"ECT2",403
"TMEM131","OK","negbinomial.size",0.00225540504147033,0.00585697281831783,"TMEM131",6365
"FOXA1","OK","negbinomial.size",0.00225593481595507,0.00585756274077025,"FOXA1",14
"AC006059.5","OK","negbinomial.size",0.0022569583038929,0.00585943426615544,"AC006059.5",51
"AC139887.4","OK","negbinomial.size",0.00226054648900008,0.00586796277156693,"AC139887.4",148
"E2F3-IT1","OK","negbinomial.size",0.00226174575491589,0.00587028862669709,"E2F3-IT1",248
"RASD2","OK","negbinomial.size",0.0022624672074627,0.00587137387516498,"RASD2",44
"DDX56","OK","negbinomial.size",0.00226515830824115,0.00587756962099516,"DDX56",1879
"GABPB1","OK","negbinomial.size",0.00226585306300864,0.00587858433730845,"GABPB1",2199
"AC020915.2","OK","negbinomial.size",0.00226739097564297,0.00588099787156919,"AC020915.2",633
"C22orf39","OK","negbinomial.size",0.0022672572213142,0.00588099787156919,"C22orf39",4528
"ABHD14B","OK","negbinomial.size",0.00227210928614544,0.00589244633600178,"ABHD14B",3820
"AC010913.1","OK","negbinomial.size",0.002275797890664,0.00590122167040631,"AC010913.1",22
"C9orf43","OK","negbinomial.size",0.00227768879292966,0.00590533377507894,"C9orf43",83
"SESN3","OK","negbinomial.size",0.00227868753094749,0.00590713198561009,"SESN3",4515
"TXNRD2","OK","negbinomial.size",0.00228324234058325,0.00591814702553159,"TXNRD2",2881
"SIK3","OK","negbinomial.size",0.00228625663370005,0.00592437344826397,"SIK3",5933
"ATP6AP1","OK","negbinomial.size",0.0022860480739216,0.00592437344826397,"ATP6AP1",9345
"MRPL2","OK","negbinomial.size",0.00229641010221397,0.00594988761190682,"MRPL2",2446
"AC090469.1","OK","negbinomial.size",0.00230080346168135,0.00596047277941192,"AC090469.1",52
"REEP3","OK","negbinomial.size",0.00231057745357421,0.00598499234160791,"REEP3",5389
"WAPL","OK","negbinomial.size",0.00231876711326865,0.00600459866375135,"WAPL",6666
"HNRNPA1L2","OK","negbinomial.size",0.00231870510743858,0.00600459866375135,"HNRNPA1L2",404
"RRAGC","OK","negbinomial.size",0.00231987483517933,0.00600666361484301,"RRAGC",3888
"COL14A1","OK","negbinomial.size",0.00232258923920382,0.00601288750879609,"COL14A1",19
"ZNF85","OK","negbinomial.size",0.00232598240969806,0.00602086674304965,"ZNF85",202
"AC021739.2","OK","negbinomial.size",0.00232842433887296,0.00602638185954859,"AC021739.2",118
"ETFRF1","OK","negbinomial.size",0.00233288881513447,0.00603632252299931,"ETFRF1",3079
"AL355075.3","OK","negbinomial.size",0.00233278005347975,0.00603632252299931,"AL355075.3",70
"EIF3C","OK","negbinomial.size",0.0023338581492596,0.00603802354921385,"EIF3C",1108
"MAPKAPK3","OK","negbinomial.size",0.00234343296474304,0.00606198475190847,"MAPKAPK3",7720
"OPA1-AS1","OK","negbinomial.size",0.00234403646901684,0.00606273569358083,"OPA1-AS1",18
"EDC3","OK","negbinomial.size",0.00234714164556576,0.00606995602314181,"EDC3",549
"PFKM","OK","negbinomial.size",0.00234789545476194,0.00607109435183367,"PFKM",181
"TBC1D22B","OK","negbinomial.size",0.00235089165495786,0.00607802988714029,"TBC1D22B",842
"AL022329.1","OK","negbinomial.size",0.00235243425190436,0.00608120590466249,"AL022329.1",199
"NFKBIB","OK","negbinomial.size",0.00235421927620333,0.00608500768186246,"NFKBIB",5504
"SH3GLB2","OK","negbinomial.size",0.00235642692330442,0.00608990066146913,"SH3GLB2",2263
"GYPC","OK","negbinomial.size",0.00235974885821335,0.00609767169248909,"GYPC",6215
"PPP3CB","OK","negbinomial.size",0.00236424548286361,0.00610847568229991,"PPP3CB",3646
"AL160314.2","OK","negbinomial.size",0.00236560357821347,0.00611116888609077,"AL160314.2",28
"DIS3","OK","negbinomial.size",0.00236950889490518,0.00612044084316514,"DIS3",3563
"REV1","OK","negbinomial.size",0.00238951233440317,0.00617128622508902,"REV1",3380
"TRIM61","OK","negbinomial.size",0.00238993047544136,0.00617154271786532,"TRIM61",30
"PAICS","OK","negbinomial.size",0.0023903734838128,0.0061718633488281,"PAICS",1286
"AL023803.3","OK","negbinomial.size",0.00239897816308356,0.00619325424150553,"AL023803.3",72
"SNORC","OK","negbinomial.size",0.00240885569817743,0.00621792502328585,"SNORC",52
"FFAR4","OK","negbinomial.size",0.00241039378240463,0.00622099489605338,"FFAR4",153
"ZBTB45","OK","negbinomial.size",0.00241068774682525,0.00622099489605338,"ZBTB45",451
"ADGRG3","OK","negbinomial.size",0.00241501667640989,0.00623133535127516,"ADGRG3",300
"CTNNA1","OK","negbinomial.size",0.00241587794147646,0.00623272681769422,"CTNNA1",7982
"ARID4B","OK","negbinomial.size",0.00242270123802495,0.00624949731669095,"ARID4B",9893
"AL442003.1","OK","negbinomial.size",0.00242367580876701,0.00625117823188581,"AL442003.1",104
"SEMA6A-AS1","OK","negbinomial.size",0.00242973666713319,0.0062659755749663,"SEMA6A-AS1",178
"SSPN","OK","negbinomial.size",0.00243118771286757,0.00626804749040723,"SSPN",28
"LCMT1","OK","negbinomial.size",0.0024311709084561,0.00626804749040723,"LCMT1",2164
"ZNRF3","OK","negbinomial.size",0.00243785910590978,0.00628441053576983,"ZNRF3",47
"NDUFA3","OK","negbinomial.size",0.00244493880722608,0.00630182163668111,"NDUFA3",14125
"ZDHHC8","OK","negbinomial.size",0.00244590516532796,0.00630347307752008,"ZDHHC8",1184
"EBLN3P","OK","negbinomial.size",0.00244818425911464,0.00630850674969145,"EBLN3P",4790
"AC100861.2","OK","negbinomial.size",0.00244911345067822,0.00631006110272571,"AC100861.2",56
"PKD2","OK","negbinomial.size",0.00245036887399015,0.00631245545565976,"PKD2",1222
"RNPC3","OK","negbinomial.size",0.00245174429010273,0.00631431801803068,"RNPC3",4994
"PSPN","OK","negbinomial.size",0.00245158110297436,0.00631431801803068,"PSPN",144
"TMEM273","OK","negbinomial.size",0.00245251915884762,0.00631547337472575,"TMEM273",292
"URI1","OK","negbinomial.size",0.00245351258767969,0.00631719116250542,"URI1",6142
"ZNF407","OK","negbinomial.size",0.00245580624575203,0.00632225581846282,"ZNF407",2664
"SLC22A5","OK","negbinomial.size",0.00245652970559315,0.00632327732861257,"SLC22A5",559
"AC093227.1","OK","negbinomial.size",0.00246156439254199,0.00633539448829084,"AC093227.1",34
"LINC00499","OK","negbinomial.size",0.002462599373252,0.00633721564318518,"LINC00499",132
"AC069549.1","OK","negbinomial.size",0.00246352145783895,0.00633874582738116,"AC069549.1",38
"AC012360.1","OK","negbinomial.size",0.00246716974429767,0.00634728930626926,"AC012360.1",28
"CHCHD3","OK","negbinomial.size",0.0024731820172152,0.00636191153584512,"CHCHD3",3777
"MARCH3","OK","negbinomial.size",0.00247414294761366,0.00636276379620278,"MARCH3",201
"VPS35L","OK","negbinomial.size",0.00247417074412452,0.00636276379620278,"VPS35L",2218
"LCORL","OK","negbinomial.size",0.00247512323130131,0.0063643677455233,"LCORL",3373
"RPP21","OK","negbinomial.size",0.00247623861784973,0.00636639008177942,"RPP21",4463
"LINC01355","OK","negbinomial.size",0.00247921180711643,0.00637318764280912,"LINC01355",26
"MAGT1","OK","negbinomial.size",0.00248389798183173,0.0063843863011973,"MAGT1",5414
"MUC19","OK","negbinomial.size",0.00248869167031279,0.00639585829291619,"MUC19",20
"DDX28","OK","negbinomial.size",0.00249555042332936,0.00641263368437362,"DDX28",926
"CSRP2","OK","negbinomial.size",0.00250091512039985,0.00642556596569948,"CSRP2",56
"FCSK","OK","negbinomial.size",0.00250374794586215,0.00643199057572046,"FCSK",570
"SRPRA","OK","negbinomial.size",0.00250539641844494,0.00643537134711236,"SRPRA",6044
"PPL","OK","negbinomial.size",0.00250633644129736,0.00643693173599482,"PPL",72
"ANO10","OK","negbinomial.size",0.00250844802955488,0.0064415002000655,"ANO10",2665
"TMEM178A","OK","negbinomial.size",0.00251354744011486,0.00645373893066765,"TMEM178A",13
"B3GALT6","OK","negbinomial.size",0.00252010479410726,0.00646971730763055,"B3GALT6",1298
"HDGFL2","OK","negbinomial.size",0.00252797478574853,0.00648906085767595,"HDGFL2",2206
"DDX19B","OK","negbinomial.size",0.00253291461380746,0.00650087883578242,"DDX19B",2621
"FAM122B","OK","negbinomial.size",0.00253404129081379,0.0065029082946152,"FAM122B",2015
"GIMAP5","OK","negbinomial.size",0.00253942568992952,0.00651586202014392,"GIMAP5",640
"TRPV6","OK","negbinomial.size",0.00254488054633888,0.00652899307295981,"TRPV6",28
"ODF3B","OK","negbinomial.size",0.00255196168033204,0.00654629237293761,"ODF3B",7754
"RASGRF2","OK","negbinomial.size",0.00255281761266626,0.00654762031646757,"RASGRF2",25
"LINC00663","OK","negbinomial.size",0.00255493357034424,0.00655217926883327,"LINC00663",37
"INTS5","OK","negbinomial.size",0.00255729462786672,0.00655736549365693,"INTS5",346
"HYPK","OK","negbinomial.size",0.00257611286589855,0.00660474393976135,"HYPK",1736
"C17orf50","OK","negbinomial.size",0.00257934183292661,0.00661214671698587,"C17orf50",13
"MED15","OK","negbinomial.size",0.00258012986432798,0.00661329102010019,"MED15",5137
"EIF2B3","OK","negbinomial.size",0.00258582888007023,0.00662702100245194,"EIF2B3",1303
"FMNL3","OK","negbinomial.size",0.0025862557508412,0.00662723756540021,"FMNL3",601
"SMAP2","OK","negbinomial.size",0.00260958098563374,0.00668581593768488,"SMAP2",14765
"GOLGA6L9","OK","negbinomial.size",0.00260980654156878,0.00668581593768488,"GOLGA6L9",124
"WIPF1","OK","negbinomial.size",0.00261275540272757,0.00669248462757676,"WIPF1",10256
"DNAL1","OK","negbinomial.size",0.00262163148188743,0.0067143319125291,"DNAL1",453
"CD300LF","OK","negbinomial.size",0.0026221284288471,0.00671471623193456,"CD300LF",6641
"AC093151.8","OK","negbinomial.size",0.00262572324685168,0.00672223440305276,"AC093151.8",31
"ZNF205","OK","negbinomial.size",0.00262575886353681,0.00672223440305276,"ZNF205",302
"DUSP16","OK","negbinomial.size",0.00263764332030289,0.00675176695994486,"DUSP16",494
"AL021978.1","OK","negbinomial.size",0.00264063769906972,0.00675853813842293,"AL021978.1",109
"POLR2J","OK","negbinomial.size",0.0026422964576303,0.00676188954658245,"POLR2J",10699
"ZDHHC16","OK","negbinomial.size",0.00264408225506622,0.00676556513037895,"ZDHHC16",674
"ZNF527","OK","negbinomial.size",0.00264477820355817,0.00676645145205861,"ZNF527",122
"AL391988.1","OK","negbinomial.size",0.00264699922018356,0.00677123878751065,"AL391988.1",187
"CARD9","OK","negbinomial.size",0.0026485391202596,0.0067742827366365,"CARD9",3170
"SPDYA","OK","negbinomial.size",0.00265758556809489,0.00679652316575674,"SPDYA",652
"ARCN1","OK","negbinomial.size",0.0026609283894096,0.00680417316166469,"ARCN1",4099
"TEX22","OK","negbinomial.size",0.00266196209241173,0.00680591734550441,"TEX22",240
"AC091814.1","OK","negbinomial.size",0.00266564697467408,0.00681443852202405,"AC091814.1",466
"TRIM11","OK","negbinomial.size",0.00266917289415328,0.00682255113061206,"TRIM11",2054
"ZFP91","OK","negbinomial.size",0.0026759493057078,0.00683896893459015,"ZFP91",9595
"AC027097.1","OK","negbinomial.size",0.00267943137382011,0.00684696410601134,"AC027097.1",1251
"NAV1","OK","negbinomial.size",0.00268094504000064,0.00684992781669646,"NAV1",561
"LINC01093","OK","negbinomial.size",0.00268780303059009,0.00686654391753099,"LINC01093",130
"ZNF596","OK","negbinomial.size",0.00269084287585008,0.00687340268511875,"ZNF596",167
"SEC61A2","OK","negbinomial.size",0.0026992739434716,0.00689402899113072,"SEC61A2",353
"AC114730.1","OK","negbinomial.size",0.00270145023219157,0.00689867706392245,"AC114730.1",27
"DYNLL2","OK","negbinomial.size",0.00271016849244006,0.00692002789977077,"DYNLL2",6523
"PLN","OK","negbinomial.size",0.00271235904721358,0.00692470773897563,"PLN",28
"UST","OK","negbinomial.size",0.0027161357984216,0.00693343540156229,"UST",61
"ITCH","OK","negbinomial.size",0.00271727661294019,0.00693543293732639,"ITCH",5716
"AC023480.1","OK","negbinomial.size",0.00273325154410967,0.00697528676853407,"AC023480.1",36
"LRRC26","OK","negbinomial.size",0.00273382520851651,0.00697583107846746,"LRRC26",11
"HPS1","OK","negbinomial.size",0.00273633815160945,0.00698132299996099,"HPS1",6175
"CNBP","OK","negbinomial.size",0.00273915942976218,0.00698760003715161,"CNBP",14792
"TADA1","OK","negbinomial.size",0.00274106825921432,0.00699154806873257,"TADA1",568
"FAM83H","OK","negbinomial.size",0.00274572317358616,0.0070024984810418,"FAM83H",110
"PAPSS2","OK","negbinomial.size",0.00275152644141037,0.00701637430198662,"PAPSS2",1126
"LINC01954","OK","negbinomial.size",0.00275633519592777,0.00702678524793544,"LINC01954",286
"NEK9","OK","negbinomial.size",0.002756200023983,0.00702678524793544,"NEK9",1990
"AC106820.4","OK","negbinomial.size",0.002761158542044,0.00703815458234735,"AC106820.4",68
"LINC00624","OK","negbinomial.size",0.00276773659484288,0.00705325685857608,"LINC00624",176
"BRF1","OK","negbinomial.size",0.002767812114364,0.00705325685857608,"BRF1",1380
"TOMM34","OK","negbinomial.size",0.00276960828073446,0.00705690502700763,"TOMM34",589
"PLA2G12A","OK","negbinomial.size",0.00277270341424144,0.0070638615411255,"PLA2G12A",1130
"LMOD2","OK","negbinomial.size",0.00277828482367755,0.00707714953703465,"LMOD2",17
"MTG1","OK","negbinomial.size",0.00278157606718328,0.00708460104374563,"MTG1",1754
"GLE1","OK","negbinomial.size",0.00279648662594071,0.00712164078651944,"GLE1",1283
"AC144521.1","OK","negbinomial.size",0.00279722589538352,0.00712258637949734,"AC144521.1",205
"AC004825.3","OK","negbinomial.size",0.00282740620154261,0.0071984876816073,"AC004825.3",237
"RAP1GDS1","OK","negbinomial.size",0.00282908944148769,0.00720182592305066,"RAP1GDS1",3258
"POMGNT2","OK","negbinomial.size",0.00283043736561326,0.0072043098075182,"POMGNT2",147
"AC127521.1","OK","negbinomial.size",0.00283208940131205,0.00720756699200597,"AC127521.1",78
"AL157895.1","OK","negbinomial.size",0.00283538015940289,0.00721499326220084,"AL157895.1",154
"TRAPPC3","OK","negbinomial.size",0.00283640892509248,0.00721571396543766,"TRAPPC3",4981
"FRMD4B","OK","negbinomial.size",0.00283638873754724,0.00721571396543766,"FRMD4B",2951
"AC006059.1","OK","negbinomial.size",0.0028371490348503,0.00721664834002591,"AC006059.1",670
"PCCA-DT","OK","negbinomial.size",0.00283910771443064,0.00722068164869714,"PCCA-DT",155
"AC009831.3","OK","negbinomial.size",0.00284046281109676,0.00722317901135048,"AC009831.3",98
"IPO9-AS1","OK","negbinomial.size",0.00284767677571442,0.00724057261887614,"IPO9-AS1",202
"AP000350.6","OK","negbinomial.size",0.00285158649403942,0.00724868864949293,"AP000350.6",81
"SEPTIN12","OK","negbinomial.size",0.00285161771275965,0.00724868864949293,"SEPTIN12",31
"TAF1B","OK","negbinomial.size",0.00285394315967369,0.00725364728752673,"TAF1B",1730
"SSR1","OK","negbinomial.size",0.00285512878901091,0.00725570801744573,"SSR1",9959
"DAPK1-IT1","OK","negbinomial.size",0.00285692770002808,0.00725932652788704,"DAPK1-IT1",407
"MIR210HG","OK","negbinomial.size",0.00285869834627082,0.00726191914550713,"MIR210HG",33
"EDDM13","OK","negbinomial.size",0.00285837104110745,0.00726191914550713,"EDDM13",106
"HSD17B13","OK","negbinomial.size",0.00286222246713684,0.00726991737257156,"HSD17B13",206
"PNPLA7","OK","negbinomial.size",0.00287619965730627,0.00730446034721563,"PNPLA7",132
"ATP6V1E2","OK","negbinomial.size",0.00287991060131486,0.00731292529314597,"ATP6V1E2",1562
"AC114341.2","OK","negbinomial.size",0.00288065516767144,0.00731385651634522,"AC114341.2",16
