"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RGS2",4.01263858147257e-14,0.281392919208108,0.361,0.317,8.5284620410618e-10,"2","RGS2"
"PTGDS",0,4.17023710816317,1,0.058,0,"3","PTGDS"
"GZMB1",0,1.94881498337861,0.966,0.28,0,"3","GZMB"
"FGFBP21",0,1.89841600138604,0.939,0.258,0,"3","FGFBP2"
"PRF11",0,1.62191071101388,0.905,0.252,0,"3","PRF1"
"FCGR3A1",0,1.45744931544322,0.822,0.174,0,"3","FCGR3A"
"MYOM2",2.10368933267174e-305,1.83610485609554,0.657,0.124,4.47118130766051e-301,"3","MYOM2"
"KLRF11",5.43478861016272e-301,1.09102620685441,0.705,0.137,1.15510997120399e-296,"3","KLRF1"
"SPON21",5.22231626049487e-281,1.53877224487419,0.769,0.191,1.10995109800558e-276,"3","SPON2"
"KLRD11",5.58253008514505e-264,1.36780538722323,0.883,0.259,1.18651094429673e-259,"3","KLRD1"
"TYROBP2",4.70429476767349e-261,1.62400464166758,0.911,0.318,9.99850809921323e-257,"3","TYROBP"
"NKG71",9.48046985794857e-243,1.91024010158625,1,0.539,2.01497906360839e-238,"3","NKG7"
"GNLY1",6.7779028669873e-237,2.31518039761603,0.949,0.433,1.44057547534948e-232,"3","GNLY"
"CST71",3.88812273679199e-229,1.58046839356341,0.972,0.45,8.26381606477769e-225,"3","CST7"
"TRDC1",5.31181022187598e-213,0.956929789710879,0.693,0.163,1.12897214455752e-208,"3","TRDC"
"EFHD21",3.80050582707296e-204,1.3123531606215,0.926,0.419,8.07759508486088e-200,"3","EFHD2"
"GZMA1",1.13567926006301e-192,1.45713144899174,0.956,0.44,2.41377269933792e-188,"3","GZMA"
"CD2471",7.15839969245048e-190,1.34568523968554,0.945,0.572,1.52144627063343e-185,"3","CD247"
"PRSS23",6.220079788354e-183,0.625442016060198,0.455,0.087,1.32201575821676e-178,"3","PRSS23"
"HOPX1",5.45423434812368e-180,1.20586748852974,0.811,0.293,1.15924296835021e-175,"3","HOPX"
"CTSW1",8.95565452547681e-179,1.29041603527647,0.938,0.478,1.90343481284484e-174,"3","CTSW"
"GZMH1",1.20038778938829e-175,1.15530892739254,0.9,0.313,2.55130420756588e-171,"3","GZMH"
"IGFBP71",1.45254165581249e-166,0.815168142897488,0.472,0.103,3.08723203526387e-162,"3","IGFBP7"
"FCER1G1",7.91837688361836e-166,1.31661017353237,0.64,0.195,1.68297182284425e-161,"3","FCER1G"
"LINC00299",6.11302676368965e-164,0.421587149524548,0.267,0.035,1.2992627083546e-159,"3","LINC00299"
"SH2D1B",7.00940057437839e-162,0.424642702882551,0.273,0.037,1.48977799807838e-157,"3","SH2D1B"
"B2M1",1.20580925653615e-158,0.765289633957701,1,1,2.56282699384194e-154,"3","B2M"
"CYBA1",4.36168386823788e-152,1.05433185555644,1,0.89,9.27032289355279e-148,"3","CYBA"
"ADGRG1",1.54394517818414e-150,0.625361880260908,0.489,0.115,3.28150108171258e-146,"3","ADGRG1"
"AKR1C3",1.42147237743936e-141,0.533698593103825,0.345,0.065,3.02119739100962e-137,"3","AKR1C3"
"CCL41",1.06097834623311e-139,1.74544898797179,0.792,0.325,2.25500337708385e-135,"3","CCL4"
"IFITM21",5.72982998786447e-136,1.06682676481473,0.989,0.838,1.21781806562072e-131,"3","IFITM2"
"S1PR5",3.17181171601719e-132,0.596061884742654,0.453,0.112,6.74136862122293e-128,"3","S1PR5"
"HLA-C1",1.09859099528418e-131,0.842708702277258,1,0.994,2.334945301377e-127,"3","HLA-C"
"HLA-B1",1.00656028397133e-130,0.756728324550906,1,0.996,2.13934322755266e-126,"3","HLA-B"
"TTC38",1.22872544184606e-129,0.520665930907176,0.407,0.093,2.61153305409962e-125,"3","TTC38"
"CCL51",1.56162827903386e-126,1.35634690467899,0.945,0.567,3.31908474425857e-122,"3","CCL5"
"ITGB21",5.15422825104098e-117,0.967549426847434,0.907,0.611,1.09547967247625e-112,"3","ITGB2"
"RHOC1",8.99370434891058e-111,0.612550996921452,0.504,0.154,1.91152192231745e-106,"3","RHOC"
"HLA-A1",9.95328772115528e-110,0.722060635689208,1,0.994,2.11547177225434e-105,"3","HLA-A"
"METRNL1",1.70158487205873e-109,0.701589005435937,0.591,0.206,3.61654848707362e-105,"3","METRNL"
"ABHD17A1",1.61178003188293e-107,0.861924671148888,0.841,0.495,3.42567727976398e-103,"3","ABHD17A"
"PLEK2",1.71346626083274e-103,0.810044420075892,0.697,0.292,3.64180119077392e-99,"3","PLEK"
"LGALS12",6.11913405015063e-103,1.13026805912035,0.837,0.463,1.30056075101902e-98,"3","LGALS1"
"HCST1",6.18420952498651e-103,0.850124851338026,0.996,0.872,1.31439189244063e-98,"3","HCST"
"CLIC31",2.21164405144978e-102,0.794638885125751,0.517,0.168,4.70062826695136e-98,"3","CLIC3"
"ZEB22",1.82240497366261e-100,0.790107372673733,0.708,0.304,3.87333953102251e-96,"3","ZEB2"
"NCR31",1.85356921634465e-99,0.5894077580544,0.458,0.141,3.93957601241892e-95,"3","NCR3"
"GZMM1",2.92674857712159e-99,0.85656921647362,0.884,0.607,6.22051142581424e-95,"3","GZMM"
"PFN11",1.18088510249463e-98,0.794304345729834,1,0.966,2.50985319684208e-94,"3","PFN1"
"ASCL2",5.1514405695346e-95,0.367909392111692,0.258,0.051,1.09488717864888e-90,"3","ASCL2"
"CFL11",7.92592224905404e-95,0.692820426224769,0.994,0.959,1.68457551481395e-90,"3","CFL1"
"UBB1",3.94953378287189e-93,0.746160922364048,0.994,0.936,8.39433910211591e-89,"3","UBB"
"MATK1",2.33420568533853e-92,0.642345244429051,0.591,0.23,4.96112076361851e-88,"3","MATK"
"CX3CR1",1.01143044420876e-90,0.4005478630865,0.267,0.056,2.14969426612129e-86,"3","CX3CR1"
"C1orf211",1.52622366513813e-90,0.479162954822435,0.464,0.145,3.24383577788459e-86,"3","C1orf21"
"CD632",1.70827756445341e-90,0.82499213434864,0.782,0.431,3.63077313548928e-86,"3","CD63"
"CCL32",5.15193541257447e-90,1.46495608256296,0.595,0.255,1.09499235258858e-85,"3","CCL3"
"KLRB11",1.51952442829486e-86,0.774781703857592,0.716,0.311,3.22959721989789e-82,"3","KLRB1"
"S100A41",1.88491052537772e-85,0.820174912006743,0.998,0.878,4.00618883063781e-81,"3","S100A4"
"ARPC21",4.6991387810923e-85,0.708282839462121,0.968,0.859,9.98754956533358e-81,"3","ARPC2"
"APMAP1",8.97601884919971e-83,0.602785452374611,0.538,0.213,1.90776304620891e-78,"3","APMAP"
"PTGDR",1.95170932185874e-81,0.362188963408721,0.292,0.071,4.14816299267856e-77,"3","PTGDR"
"FCRL6",7.02732761145925e-81,0.476307708133261,0.379,0.113,1.49358821053955e-76,"3","FCRL6"
"GNPTAB1",2.97518862200486e-79,0.583732961958346,0.527,0.205,6.32346589720913e-75,"3","GNPTAB"
"TMSB4X1",3.88458577767944e-77,0.480780173346647,1,1,8.25629861187988e-73,"3","TMSB4X"
"ACTB1",4.32755361300599e-77,0.745279605209753,1,0.993,9.19778244908294e-73,"3","ACTB"
"KLRC3",2.91980798425401e-76,0.438677387035552,0.328,0.09,6.20575988973347e-72,"3","KLRC3"
"CTBP2",5.54549184364734e-76,0.314906437287071,0.263,0.063,1.17863883644881e-71,"3","CTBP2"
"PYHIN11",2.77888040051551e-74,0.583626156160169,0.566,0.237,5.90623240325567e-70,"3","PYHIN1"
"HLA-E1",1.89847605831053e-73,0.576654910141774,1,0.984,4.03502101433319e-69,"3","HLA-E"
"IL2RB1",2.03508881411112e-73,0.570124865752408,0.453,0.165,4.32537776551177e-69,"3","IL2RB"
"PTPN12",1.14017698298889e-72,0.458258697359264,0.411,0.139,2.4233321596446e-68,"3","PTPN12"
"CTSD1",1.72815261806683e-72,0.680299817603993,0.64,0.321,3.67301557443924e-68,"3","CTSD"
"CALM11",1.13734856489819e-71,0.553751064786895,0.998,0.986,2.41732063983461e-67,"3","CALM1"
"SERF21",1.17571439455623e-71,0.530998081539448,1,0.988,2.49886337418981e-67,"3","SERF2"
"ARL4C1",1.64066534738574e-71,0.691883584402879,0.966,0.857,3.48707012933364e-67,"3","ARL4C"
"PLAC81",5.76116011434235e-71,0.752582649104296,0.797,0.546,1.22447697070232e-66,"3","PLAC8"
"TLE1",4.08277810666279e-69,0.358039603625014,0.269,0.069,8.67753658790109e-65,"3","TLE1"
"LCP11",2.66012057588852e-68,0.715252794301539,0.877,0.66,5.65382027199346e-64,"3","LCP1"
"CD160",5.17358936407267e-67,0.449350109007065,0.288,0.08,1.09959468344e-62,"3","CD160"
"CD300A",7.79114711239739e-67,0.457101597604507,0.386,0.132,1.65593040726894e-62,"3","CD300A"
"MYL61",2.00493726994509e-65,0.562515686832177,0.987,0.92,4.26129367354129e-61,"3","MYL6"
"SYNE11",4.01720375762134e-64,0.656037074495116,0.625,0.31,8.53816486644839e-60,"3","SYNE1"
"IGF2R",5.41184714609972e-62,0.468383616972384,0.409,0.152,1.15023399243204e-57,"3","IGF2R"
"PLAAT3",5.9361707167481e-62,0.366568010541652,0.35,0.116,1.26167372413764e-57,"3","PLAAT3"
"IFNG1",1.11066718358904e-61,1.10732703472265,0.392,0.142,2.36061203200014e-57,"3","IFNG"
"TBX211",1.63317090853784e-61,0.387951664900311,0.367,0.126,3.47114144900632e-57,"3","TBX21"
"DBI2",2.6693296651373e-61,0.65933955339666,0.79,0.546,5.67339327028281e-57,"3","DBI"
"SEPTIN71",1.33267015666097e-59,0.578703795401606,0.917,0.801,2.83245715096723e-55,"3","SEPTIN7"
"SH3BGRL31",2.03402045994527e-59,0.589585692571933,0.996,0.965,4.32310708556768e-55,"3","SH3BGRL3"
"DSTN1",2.37432851608406e-59,0.662664708550442,0.682,0.403,5.04639782808506e-55,"3","DSTN"
"LAIR2",2.87979262475267e-59,0.630536155669457,0.331,0.111,6.12071124464932e-55,"3","LAIR2"
"SLC15A4",1.51064492017158e-58,0.325672790404586,0.278,0.082,3.21072471333269e-54,"3","SLC15A4"
"ALOX5AP",5.1112025153562e-58,0.600163361894724,0.525,0.248,1.08633498261381e-53,"3","ALOX5AP"
"TPST21",5.52457526568857e-58,0.402465500368442,0.417,0.162,1.17419322696945e-53,"3","TPST2"
"XCL21",9.20243299180555e-58,0.58582564000943,0.35,0.121,1.95588510807835e-53,"3","XCL2"
"OSTF11",9.36210199466259e-58,0.560847537062429,0.608,0.323,1.98982115794559e-53,"3","OSTF1"
"CLIC12",9.74639381814031e-58,0.673116938856581,0.835,0.62,2.07149854210754e-53,"3","CLIC1"
"GNG21",2.60557507397354e-57,0.586440520562436,0.631,0.342,5.53788926222337e-53,"3","GNG2"
"DHRS71",3.79505298105011e-56,0.606942308785251,0.648,0.37,8.0660056059239e-52,"3","DHRS7"
"C12orf751",4.69848667064555e-56,0.564073793121372,0.667,0.366,9.98616356979006e-52,"3","C12orf75"
"ABI3",7.04684731710647e-56,0.319679736503703,0.263,0.077,1.49773692877781e-51,"3","ABI3"
"SYNGR1",1.8897394790268e-55,0.407834905515133,0.345,0.121,4.01645228872356e-51,"3","SYNGR1"
"ITGAM",2.21123024646592e-55,0.323841858886865,0.261,0.076,4.69974876583867e-51,"3","ITGAM"
"CD992",2.33605082788017e-55,0.549580901169026,0.884,0.666,4.96504242957651e-51,"3","CD99"
"GTF3C1",3.11658387594763e-55,0.446694289225313,0.362,0.133,6.6239873699391e-51,"3","GTF3C1"
"LPCAT1",1.8401088768259e-54,0.309695048392176,0.286,0.089,3.91096740680578e-50,"3","LPCAT1"
"ZBTB16",3.04017156430131e-54,0.294820996824814,0.267,0.079,6.46158064276601e-50,"3","ZBTB16"
"MSN1",3.34455121091677e-54,0.67030237886377,0.723,0.471,7.10850914368249e-50,"3","MSN"
"JAK11",1.26498619059496e-53,0.633900247017393,0.864,0.69,2.68860164949052e-49,"3","JAK1"
"MAP3K82",6.41918558061471e-53,0.560779925514017,0.54,0.26,1.36433370330385e-48,"3","MAP3K8"
"KLRK11",1.37445819532193e-52,0.517767414837541,0.564,0.274,2.92127344833724e-48,"3","KLRK1"
"ITGAL1",2.72870176566217e-52,0.506301205374552,0.562,0.285,5.79958273273838e-48,"3","ITGAL"
"CTSC1",4.16402571082954e-52,0.570794635027438,0.602,0.328,8.8502202457971e-48,"3","CTSC"
"LITAF1",9.50708191496717e-51,0.586926615620914,0.792,0.582,2.02063519020712e-46,"3","LITAF"
"CHST121",1.15364816406346e-50,0.371158005245624,0.4,0.159,2.45196380790048e-46,"3","CHST12"
"CEP78",7.21765075602845e-50,0.391849353529151,0.331,0.12,1.53403949168629e-45,"3","CEP78"
"JAZF1",1.64196183977876e-49,0.300497883277823,0.28,0.091,3.48982569426577e-45,"3","JAZF1"
"SLAMF7",4.07643704059003e-49,0.308823293886332,0.28,0.091,8.66405928607005e-45,"3","SLAMF7"
"GSTP12",2.2680248614727e-47,0.547425933722365,0.778,0.564,4.82046004057408e-43,"3","GSTP1"
"AOAH",2.72570859988111e-47,0.307984889123057,0.265,0.086,5.79322105818731e-43,"3","AOAH"
"SRGN2",2.89641000313807e-47,0.535488683791175,0.981,0.913,6.15602982066965e-43,"3","SRGN"
"MYL12B1",1.40967526225776e-46,0.46668699094068,0.945,0.865,2.99612380240265e-42,"3","MYL12B"
"PDIA31",2.26364925084067e-46,0.611571802829566,0.763,0.565,4.81116011773675e-42,"3","PDIA3"
"IL2RG1",4.33835988104453e-46,0.575309863173336,0.85,0.678,9.22075009117204e-42,"3","IL2RG"
"MYL12A1",6.55625164014399e-46,0.513197595810382,0.985,0.942,1.3934657235962e-41,"3","MYL12A"
"LYN1",9.64171873917751e-46,0.34260487490899,0.295,0.104,2.04925090082479e-41,"3","LYN"
"RAP1B1",2.70420757434082e-45,0.559207274003946,0.826,0.673,5.74752277850399e-41,"3","RAP1B"
"CD71",7.32155870261486e-45,0.667707586462456,0.748,0.553,1.55612408665376e-40,"3","CD7"
"TFDP2",7.94214207143943e-45,0.428074478983562,0.464,0.219,1.68802287586374e-40,"3","TFDP2"
"RAC21",2.63523672482501e-44,0.526252212490547,0.866,0.721,5.60093213494308e-40,"3","RAC2"
"TLN11",1.14311593686289e-43,0.539111173551162,0.661,0.414,2.42957861220838e-39,"3","TLN1"
"ID21",1.99173866825334e-43,0.593614252192449,0.867,0.668,4.23324136550565e-39,"3","ID2"
"CD811",6.57652279316213e-43,0.524181646208422,0.716,0.474,1.39777415445868e-38,"3","CD81"
"CAST1",1.54895600148765e-42,0.583327968922248,0.708,0.482,3.29215108556185e-38,"3","CAST"
"SCP2",2.08670816429271e-42,0.42838533255906,0.545,0.296,4.43508953238773e-38,"3","SCP2"
"CD531",5.26164775345406e-42,0.550674866482516,0.737,0.537,1.11831061351913e-37,"3","CD53"
"PSME11",1.21679271356269e-41,0.482186754679253,0.92,0.841,2.58617123340615e-37,"3","PSME1"
"MYBL11",1.86455678565201e-41,0.407620466631867,0.394,0.173,3.96292899222479e-37,"3","MYBL1"
"F2R",7.63495753193818e-41,0.292589873300015,0.261,0.091,1.62273387383814e-36,"3","F2R"
"RUNX31",1.19091968487085e-40,0.510898987921468,0.678,0.412,2.5311806982245e-36,"3","RUNX3"
"BHLHE401",1.85881242881576e-40,0.512186680428185,0.559,0.301,3.95071993620502e-36,"3","BHLHE40"
"SAMD31",1.39399747596537e-39,0.452149384596518,0.587,0.328,2.96280223541679e-35,"3","SAMD3"
"FLNA1",2.22473618604973e-39,0.514785688839516,0.678,0.436,4.7284542898301e-35,"3","FLNA"
"CDK2AP2",3.16637048139369e-39,0.431318718616966,0.426,0.206,6.72980382115414e-35,"3","CDK2AP2"
"AC092821.3",7.04793900922054e-39,0.417559477296581,0.453,0.227,1.49796895701973e-34,"3","AC092821.3"
"NDUFB2",1.08561279512233e-38,0.523757288761286,0.765,0.577,2.30736143475301e-34,"3","NDUFB2"
"S100A61",6.65151914099176e-38,0.448469253010114,0.983,0.941,1.41371387822639e-33,"3","S100A6"
"IER21",1.73405210386032e-37,0.733485647727176,0.951,0.862,3.68555434154473e-33,"3","IER2"
"UBC1",3.6704183272026e-37,0.33727597261016,0.998,0.991,7.80110711263641e-33,"3","UBC"
"IQGAP11",3.71693275527851e-37,0.489017525839324,0.727,0.511,7.89996887806895e-33,"3","IQGAP1"
"EMP31",1.4737508990651e-36,0.535467014213469,0.892,0.789,3.13231016087296e-32,"3","EMP3"
"TNFRSF1B1",1.88412588553337e-36,0.359211697339536,0.43,0.208,4.00452115711262e-32,"3","TNFRSF1B"
"PREX1",2.57042155850598e-36,0.383001383421437,0.46,0.234,5.46317398044861e-32,"3","PREX1"
"HIPK2",3.60059396728328e-36,0.336034464726112,0.299,0.122,7.65270241806388e-32,"3","HIPK2"
"NDUFB71",4.72035844947154e-36,0.472715420877612,0.638,0.427,1.00326498485068e-31,"3","NDUFB7"
"TGFB11",1.46256374756786e-35,0.471756691850437,0.695,0.484,3.10853298908072e-31,"3","TGFB1"
"TPM31",1.67187247299995e-35,0.461233247631586,0.903,0.831,3.55339775411408e-31,"3","TPM3"
"PLAAT41",2.39736987458159e-35,0.504653826728457,0.767,0.604,5.09536993143571e-31,"3","PLAAT4"
"RAB5IF1",2.46270264655565e-35,0.454471987410775,0.559,0.326,5.23422820498939e-31,"3","RAB5IF"
"RNF2131",6.37632509220534e-35,0.513967398390625,0.75,0.574,1.35522413509732e-30,"3","RNF213"
"GLIPR2",3.49886694320666e-34,0.360614664802783,0.43,0.216,7.43649180109143e-30,"3","GLIPR2"
"CD226",5.4622482068749e-34,0.299043766164977,0.326,0.14,1.16094623388919e-29,"3","CD226"
"BIN21",1.21196926224331e-33,0.475085280371803,0.697,0.511,2.57591946997194e-29,"3","BIN2"
"CARD16",1.41272953394573e-33,0.409947424885041,0.559,0.329,3.00261535144825e-29,"3","CARD16"
"STOM",1.9471446148971e-33,0.302262937283131,0.366,0.169,4.13846116450229e-29,"3","STOM"
"DOK21",3.35265982336552e-33,0.419888594046959,0.483,0.27,7.12574318858107e-29,"3","DOK2"
"THEMIS2",4.32114368551596e-33,0.256706608141808,0.252,0.096,9.18415878919561e-29,"3","THEMIS2"
"CISD3",7.57336763618978e-33,0.292532343310664,0.326,0.144,1.60964355739578e-28,"3","CISD3"
"ADAM8",1.42314896936794e-32,0.284941611145403,0.28,0.116,3.02476081949462e-28,"3","ADAM8"
"ACTG11",3.6933554260108e-32,0.461294875065717,0.992,0.96,7.84985762244336e-28,"3","ACTG1"
