"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"S100A12",0,1.61921608219197,0.954,0.614,0,"0","S100A12"
"S100A9",0,1.6015985690916,0.999,0.89,0,"0","S100A9"
"S100A8",0,1.59177779698368,0.998,0.859,0,"0","S100A8"
"THBS1",0,1.55064831626983,0.635,0.353,0,"0","THBS1"
"CXCL8",0,1.48492904078176,0.966,0.817,0,"0","CXCL8"
"VCAN",0,1.44598754117159,0.982,0.73,0,"0","VCAN"
"IL1B",0,1.40469070593789,0.914,0.678,0,"0","IL1B"
"NEAT1",0,1.2668721758285,1,0.986,0,"0","NEAT1"
"CCL3L1",0,1.26362979005519,0.843,0.629,0,"0","CCL3L1"
"SOD2",0,1.25496881470704,0.99,0.85,0,"0","SOD2"
"CCL3",0,1.24804267316623,0.882,0.687,0,"0","CCL3"
"NAMPT",0,1.24728236977494,0.989,0.839,0,"0","NAMPT"
"CD14",0,1.21997886285708,0.924,0.535,0,"0","CD14"
"IER3",0,1.19805456417382,0.909,0.665,0,"0","IER3"
"LUCAT1",0,1.1903021983228,0.673,0.355,0,"0","LUCAT1"
"CTSS",0,1.15121660925886,0.998,0.946,0,"0","CTSS"
"FCN1",0,1.1353787554145,0.963,0.729,0,"0","FCN1"
"CXCL2",0,1.1350060982633,0.697,0.509,0,"0","CXCL2"
"EREG",0,1.12361670167648,0.772,0.589,0,"0","EREG"
"DUSP6",0,1.04719769914142,0.93,0.748,0,"0","DUSP6"
"NCF1",0,1.04182555280103,0.935,0.705,0,"0","NCF1"
"G0S2",0,1.0389994546172,0.799,0.595,0,"0","G0S2"
"NFKBIA",0,1.0007870396493,0.998,0.972,0,"0","NFKBIA"
"BCL2A1",0,0.988078929167605,0.929,0.643,0,"0","BCL2A1"
"MAFB",0,0.982674098159933,0.869,0.595,0,"0","MAFB"
"LRRK2",0,0.974251106408406,0.648,0.329,0,"0","LRRK2"
"ATP2B1-AS1",0,0.963969625661508,0.989,0.895,0,"0","ATP2B1-AS1"
"MNDA",0,0.954890915311901,0.986,0.855,0,"0","MNDA"
"PLBD1",0,0.942744540403946,0.707,0.407,0,"0","PLBD1"
"CYP1B1",0,0.938139641778483,0.46,0.169,0,"0","CYP1B1"
"SLC11A1",0,0.925050888493374,0.832,0.511,0,"0","SLC11A1"
"CSF3R",0,0.920976519341888,0.918,0.683,0,"0","CSF3R"
"CYBB",0,0.905026604098687,0.956,0.739,0,"0","CYBB"
"C5AR1",0,0.900673060121081,0.902,0.576,0,"0","C5AR1"
"NFKBIZ",0,0.899302448945658,0.974,0.847,0,"0","NFKBIZ"
"RBP7",0,0.895525610650347,0.539,0.217,0,"0","RBP7"
"PLAUR",0,0.893777760324293,0.956,0.796,0,"0","PLAUR"
"FPR1",0,0.882289185364974,0.804,0.48,0,"0","FPR1"
"SAT1",0,0.853266246190177,0.999,0.979,0,"0","SAT1"
"CD36",0,0.852938887205547,0.847,0.59,0,"0","CD36"
"MARCKS",0,0.85258007748818,0.932,0.746,0,"0","MARCKS"
"SGK1",0,0.847933857325441,0.923,0.735,0,"0","SGK1"
"SLC2A3",0,0.844326796235496,0.872,0.696,0,"0","SLC2A3"
"CLEC7A",0,0.826724390742402,0.894,0.61,0,"0","CLEC7A"
"NLRP3",0,0.823311428818062,0.783,0.541,0,"0","NLRP3"
"ZFP36L1",0,0.817079662827364,0.782,0.586,0,"0","ZFP36L1"
"MEGF9",0,0.807859928515669,0.718,0.457,0,"0","MEGF9"
"TNFAIP3",0,0.795569373169617,0.972,0.819,0,"0","TNFAIP3"
"AHR",0,0.784452792979524,0.893,0.756,0,"0","AHR"
"FCAR",0,0.780162980213692,0.521,0.179,0,"0","FCAR"
"ZEB2",0,0.779064717410001,0.989,0.917,0,"0","ZEB2"
"AC020916.1",0,0.77802818925621,0.987,0.928,0,"0","AC020916.1"
"TREM1",0,0.770034386733614,0.831,0.573,0,"0","TREM1"
"PLEK",0,0.764912556733741,0.987,0.929,0,"0","PLEK"
"CKAP4",0,0.759889240870112,0.573,0.267,0,"0","CKAP4"
"PSAP",0,0.758437283818732,0.996,0.911,0,"0","PSAP"
"ACSL1",0,0.745777724949115,0.645,0.348,0,"0","ACSL1"
"DMXL2",0,0.74295429482242,0.788,0.535,0,"0","DMXL2"
"SERPINA1",0,0.742917052057997,0.954,0.661,0,"0","SERPINA1"
"FCGR2A",0,0.734401048431609,0.778,0.51,0,"0","FCGR2A"
"AC253572.2",0,0.729402936114415,0.701,0.527,0,"0","AC253572.2"
"AQP9",0,0.717056621004659,0.431,0.137,0,"0","AQP9"
"CD93",0,0.713063837704424,0.642,0.372,0,"0","CD93"
"TRIB1",0,0.712689539570836,0.887,0.726,0,"0","TRIB1"
"FGL2",0,0.711284590208822,0.939,0.758,0,"0","FGL2"
"TMEM176A",0,0.710333904905951,0.595,0.34,0,"0","TMEM176A"
"CTSD",0,0.708620681738802,0.969,0.827,0,"0","CTSD"
"MXD1",0,0.705996119261222,0.89,0.725,0,"0","MXD1"
"APOBEC3A",0,0.699817809633728,0.583,0.306,0,"0","APOBEC3A"
"PTPRE",0,0.693332268489935,0.946,0.811,0,"0","PTPRE"
"NCF2",0,0.687213264715294,0.933,0.737,0,"0","NCF2"
"GPCPD1",0,0.68545071912485,0.864,0.674,0,"0","GPCPD1"
"TMEM176B",0,0.683058516039963,0.732,0.508,0,"0","TMEM176B"
"CEBPB",0,0.677037376613263,0.948,0.816,0,"0","CEBPB"
"IL1RN",0,0.675852894000922,0.474,0.251,0,"0","IL1RN"
"SELL",0,0.67547890570412,0.777,0.61,0,"0","SELL"
"CLEC12A",0,0.674224864174753,0.917,0.739,0,"0","CLEC12A"
"TLR2",0,0.671846261688206,0.643,0.37,0,"0","TLR2"
"CCR1",0,0.671514650012334,0.527,0.254,0,"0","CCR1"
"CLEC4E",0,0.667809741709901,0.455,0.154,0,"0","CLEC4E"
"AP1S2",0,0.663985695994234,0.972,0.86,0,"0","AP1S2"
"AC007952.4",0,0.660853239471811,0.731,0.553,0,"0","AC007952.4"
"VMP1",0,0.659050220596592,0.897,0.771,0,"0","VMP1"
"RGS2",0,0.657569648024038,0.916,0.763,0,"0","RGS2"
"BCL6",0,0.656501663026363,0.711,0.48,0,"0","BCL6"
"MPEG1",0,0.655015870142826,0.886,0.68,0,"0","MPEG1"
"LGALS3",0,0.654047252928527,0.963,0.779,0,"0","LGALS3"
"APLP2",0,0.653951670113938,0.979,0.898,0,"0","APLP2"
"CD55",0,0.652962680412718,0.88,0.706,0,"0","CD55"
"TMEM170B",0,0.652213636129462,0.69,0.438,0,"0","TMEM170B"
"PPIF",0,0.645206081200937,0.771,0.612,0,"0","PPIF"
"LYZ",0,0.639951373541424,1,0.962,0,"0","LYZ"
"STXBP2",0,0.636696814373197,0.886,0.732,0,"0","STXBP2"
"TYMP",0,0.633057372465792,0.976,0.839,0,"0","TYMP"
"BST1",0,0.631536845234768,0.666,0.424,0,"0","BST1"
"FOSB",0,0.630422132817206,0.997,0.986,0,"0","FOSB"
"STX11",0,0.627431563902576,0.923,0.738,0,"0","STX11"
"KLF4",0,0.626951010968392,0.95,0.832,0,"0","KLF4"
"CDA",0,0.618413102482528,0.67,0.394,0,"0","CDA"
"SDCBP",0,0.615012106882469,0.93,0.781,0,"0","SDCBP"
"LILRB3",0,0.613697457740514,0.72,0.461,0,"0","LILRB3"
"ADA2",0,0.613019378163457,0.799,0.582,0,"0","ADA2"
"PHACTR1",0,0.611470014650999,0.811,0.68,0,"0","PHACTR1"
"SLC24A4",0,0.597716465961385,0.487,0.219,0,"0","SLC24A4"
"BTG1",0,0.597541823469144,0.998,0.958,0,"0","BTG1"
"SULT1A1",0,0.590882460144379,0.747,0.541,0,"0","SULT1A1"
"HIF1A",0,0.590794596885669,0.86,0.738,0,"0","HIF1A"
"EAF1",0,0.583929119808179,0.618,0.377,0,"0","EAF1"
"CAST",0,0.583758659816874,0.972,0.847,0,"0","CAST"
"EVI2B",0,0.579943387907264,0.981,0.906,0,"0","EVI2B"
"QPCT",0,0.579904499196368,0.398,0.127,0,"0","QPCT"
"CDKN1A",0,0.579290163424229,0.729,0.562,0,"0","CDKN1A"
"GASK1B",0,0.578743409064476,0.482,0.225,0,"0","GASK1B"
"CDC42EP3",0,0.577876702992334,0.788,0.59,0,"0","CDC42EP3"
"CCNL1",0,0.575472500512495,0.969,0.927,0,"0","CCNL1"
"SLC25A37",0,0.572938681547921,0.726,0.551,0,"0","SLC25A37"
"CD83",0,0.572603137258294,0.907,0.766,0,"0","CD83"
"PNRC1",0,0.572574897487875,0.998,0.99,0,"0","PNRC1"
"CD300E",0,0.571661752925597,0.524,0.304,0,"0","CD300E"
"ZFAND5",0,0.570483018605192,0.964,0.869,0,"0","ZFAND5"
"TNFAIP2",0,0.569629935737545,0.847,0.656,0,"0","TNFAIP2"
"IRAK3",0,0.568004849195956,0.784,0.611,0,"0","IRAK3"
"VNN2",0,0.565909581300576,0.395,0.146,0,"0","VNN2"
"DPYD",0,0.565714177196954,0.607,0.348,0,"0","DPYD"
"S100A11",0,0.565109145148354,0.999,0.958,0,"0","S100A11"
"TLR4",0,0.563532901889452,0.541,0.289,0,"0","TLR4"
"KDM6B",0,0.562900888449615,0.769,0.595,0,"0","KDM6B"
"CD44",0,0.562834286419692,0.995,0.96,0,"0","CD44"
"S100A6",0,0.559592494495035,1,0.98,0,"0","S100A6"
"RETN",0,0.558827219767811,0.776,0.554,0,"0","RETN"
"JMJD1C",0,0.558130449216462,0.891,0.802,0,"0","JMJD1C"
"IRS2",0,0.549689768868535,0.823,0.666,0,"0","IRS2"
"EVI2A",0,0.549574126412878,0.778,0.596,0,"0","EVI2A"
"IFNGR2",0,0.545966498695914,0.757,0.544,0,"0","IFNGR2"
"FYB1",0,0.542002361366083,0.954,0.861,0,"0","FYB1"
"IGSF6",0,0.541234563906023,0.866,0.69,0,"0","IGSF6"
"BRI3",0,0.540515411750024,0.994,0.947,0,"0","BRI3"
"AGFG1",0,0.539565738593159,0.652,0.437,0,"0","AGFG1"
"CTSB",0,0.539106025442268,0.902,0.749,0,"0","CTSB"
"NABP1",0,0.538569893608343,0.5,0.306,0,"0","NABP1"
"FBXL5",0,0.537424131878234,0.73,0.535,0,"0","FBXL5"
"KLF6",0,0.531602680738181,0.999,0.995,0,"0","KLF6"
"FTL",0,0.528714996448172,1,1,0,"0","FTL"
"FOXO3",0,0.528622373308447,0.586,0.375,0,"0","FOXO3"
"PDE4B",0,0.5270300160402,0.754,0.602,0,"0","PDE4B"
"ZDHHC20",0,0.52421982448817,0.677,0.474,0,"0","ZDHHC20"
"DUSP1",0,0.522047983187677,1,0.986,0,"0","DUSP1"
"ZFP36",0,0.521769392988564,0.999,0.99,0,"0","ZFP36"
"PLK3",0,0.519050639181105,0.679,0.488,0,"0","PLK3"
"FTH1",0,0.517221980002122,1,1,0,"0","FTH1"
"SHTN1",0,0.514751103697298,0.484,0.271,0,"0","SHTN1"
"PPP1R15A",0,0.512050892939585,0.995,0.983,0,"0","PPP1R15A"
"LRP1",0,0.51202628399936,0.511,0.256,0,"0","LRP1"
"ATP2B1",0,0.512017639709095,0.874,0.759,0,"0","ATP2B1"
"GABARAPL1",0,0.511513170666043,0.85,0.694,0,"0","GABARAPL1"
"UBE2D1",0,0.510474691844312,0.695,0.491,0,"0","UBE2D1"
"BACH1",0,0.509270567494929,0.727,0.568,0,"0","BACH1"
"ARHGAP26",0,0.508954277455019,0.632,0.407,0,"0","ARHGAP26"
"PTPRC",0,0.50883138972916,0.991,0.943,0,"0","PTPRC"
"PPP1R15B",0,0.506274557206545,0.805,0.663,0,"0","PPP1R15B"
"GRN",0,0.50596098040045,0.98,0.904,0,"0","GRN"
"TYROBP",0,0.504121086932648,1,0.993,0,"0","TYROBP"
"RNF149",0,0.503894079515247,0.661,0.456,0,"0","RNF149"
"PNPLA8",0,0.502494124644568,0.701,0.551,0,"0","PNPLA8"
"CD302",0,0.50231158658627,0.949,0.869,0,"0","CD302"
"MCL1",0,0.50185953580754,0.998,0.991,0,"0","MCL1"
"ANXA1",0,0.496984624246328,0.996,0.978,0,"0","ANXA1"
"GCA",0,0.494301110146902,0.584,0.384,0,"0","GCA"
"KCTD12",0,0.493861134893338,0.706,0.518,0,"0","KCTD12"
"NINJ1",0,0.486946708225444,0.79,0.584,0,"0","NINJ1"
"CSGALNACT2",0,0.478943219591768,0.758,0.627,0,"0","CSGALNACT2"
"ASAH1",0,0.477878829251616,0.98,0.9,0,"0","ASAH1"
"VSTM1",0,0.477764837379614,0.444,0.212,0,"0","VSTM1"
"ITGAM",0,0.473855560667418,0.542,0.303,0,"0","ITGAM"
"AHNAK",0,0.47325557777152,0.966,0.911,0,"0","AHNAK"
"RTN3",0,0.472558735783042,0.851,0.729,0,"0","RTN3"
"USP15",0,0.471020987861099,0.829,0.722,0,"0","USP15"
"BLVRB",0,0.470804645784289,0.885,0.755,0,"0","BLVRB"
"CD68",0,0.468072889797367,0.954,0.79,0,"0","CD68"
"SAMSN1",0,0.467996524866877,0.745,0.603,0,"0","SAMSN1"
"TAGAP",0,0.467195009110513,0.785,0.639,0,"0","TAGAP"
"GLIPR2",0,0.467019167506652,0.793,0.614,0,"0","GLIPR2"
"IFI30",0,0.466821645736467,0.996,0.913,0,"0","IFI30"
"CSTA",0,0.46641646393027,0.99,0.896,0,"0","CSTA"
"LDLR",0,0.465477473495714,0.575,0.385,0,"0","LDLR"
"SNX10",0,0.463450374176731,0.747,0.584,0,"0","SNX10"
"PLXDC2",0,0.462605391799266,0.676,0.502,0,"0","PLXDC2"
"MAP3K2",0,0.462298544951331,0.783,0.666,0,"0","MAP3K2"
"S1PR3",0,0.46204178264573,0.311,0.111,0,"0","S1PR3"
"SLC43A2",0,0.460796829166932,0.522,0.299,0,"0","SLC43A2"
"PADI4",0,0.455256858795595,0.361,0.177,0,"0","PADI4"
"TNFSF13B",0,0.453331795664,0.88,0.753,0,"0","TNFSF13B"
"ANPEP",0,0.449530451417456,0.415,0.204,0,"0","ANPEP"
"QKI",0,0.445845201923148,0.869,0.764,0,"0","QKI"
"SLC15A3",0,0.445400864199291,0.496,0.272,0,"0","SLC15A3"
"OGFRL1",0,0.443861968284101,0.743,0.593,0,"0","OGFRL1"
"FGR",0,0.44348579552256,0.822,0.631,0,"0","FGR"
"NAIP",0,0.443280444737387,0.582,0.37,0,"0","NAIP"
"ADAM17",0,0.440845519040262,0.677,0.516,0,"0","ADAM17"
"RBM47",0,0.440089525408486,0.509,0.299,0,"0","RBM47"
"CR1",0,0.4399328026012,0.316,0.119,0,"0","CR1"
"TMEM154",0,0.438128443603734,0.48,0.286,0,"0","TMEM154"
"METTL9",0,0.437967365672259,0.851,0.735,0,"0","METTL9"
"CTSH",0,0.437242028060236,0.763,0.581,0,"0","CTSH"
"PTAFR",0,0.435764682781558,0.568,0.356,0,"0","PTAFR"
"SLC7A7",0,0.433507080203909,0.563,0.317,0,"0","SLC7A7"
"AGTRAP",0,0.430733621598031,0.805,0.634,0,"0","AGTRAP"
"LAPTM5",0,0.43021170154532,0.998,0.983,0,"0","LAPTM5"
"TKT",0,0.43002442712613,0.995,0.967,0,"0","TKT"
"MARCH1",0,0.4274074191061,0.582,0.381,0,"0","MARCH1"
"JAML",0,0.426687363156524,0.71,0.517,0,"0","JAML"
"UPP1",0,0.425968929517016,0.679,0.493,0,"0","UPP1"
"GAS7",0,0.425140511361564,0.617,0.405,0,"0","GAS7"
"USP3",0,0.42350551948515,0.777,0.645,0,"0","USP3"
"RAB31",0,0.423146175286583,0.798,0.642,0,"0","RAB31"
"ALDH2",0,0.422285828182572,0.644,0.47,0,"0","ALDH2"
"GLRX",0,0.420578291943002,0.834,0.702,0,"0","GLRX"
"SULF2",0,0.418407792083815,0.477,0.259,0,"0","SULF2"
"C9orf72",0,0.417726716323645,0.58,0.377,0,"0","C9orf72"
"MYO1F",0,0.415403281007444,0.838,0.717,0,"0","MYO1F"
"PICALM",0,0.413886335796867,0.701,0.537,0,"0","PICALM"
"NUP214",0,0.412268345681401,0.789,0.65,0,"0","NUP214"
"LCP1",0,0.411787274076557,0.993,0.981,0,"0","LCP1"
"NFIL3",0,0.40714719472601,0.83,0.729,0,"0","NFIL3"
"CARD16",0,0.406998699436445,0.864,0.721,0,"0","CARD16"
"PGD",0,0.405505358293782,0.756,0.612,0,"0","PGD"
"NFKB2",0,0.404757716801553,0.452,0.261,0,"0","NFKB2"
"EFHD2",0,0.400744509743452,0.968,0.896,0,"0","EFHD2"
"NPC2",0,0.400622043016162,0.972,0.912,0,"0","NPC2"
"GNS",0,0.400039955824054,0.533,0.339,0,"0","GNS"
"ANXA5",0,0.400027916528545,0.918,0.758,0,"0","ANXA5"
"OSCAR",0,0.395426611519378,0.426,0.225,0,"0","OSCAR"
"IFNGR1",0,0.394388681260304,0.728,0.584,0,"0","IFNGR1"
"MARC1",0,0.390665381302474,0.303,0.121,0,"0","MARC1"
"LY96",0,0.390058853117531,0.51,0.309,0,"0","LY96"
"ARRB2",0,0.386378138572522,0.895,0.789,0,"0","ARRB2"
"FCER1G",0,0.381893205813471,0.998,0.942,0,"0","FCER1G"
"C19orf38",0,0.378092596806634,0.635,0.444,0,"0","C19orf38"
"SIRPB1",0,0.369969771436928,0.406,0.215,0,"0","SIRPB1"
"DAZAP2",0,0.367980045259082,0.959,0.908,0,"0","DAZAP2"
"THEMIS2",0,0.362849154795032,0.765,0.624,0,"0","THEMIS2"
"LILRB2",0,0.360524371263499,0.756,0.543,0,"0","LILRB2"
"ALOX5",0,0.359443885605805,0.424,0.231,0,"0","ALOX5"
"IQGAP1",0,0.357044338795096,0.99,0.96,0,"0","IQGAP1"
"ITGB2",0,0.343313015424741,0.992,0.966,0,"0","ITGB2"
"TNFRSF1B",0,0.335802705210771,0.85,0.692,0,"0","TNFRSF1B"
"CRISPLD2",0,0.330386300283648,0.262,0.087,0,"0","CRISPLD2"
"DDX5",0,0.32953403102895,1,0.998,0,"0","DDX5"
"TSPO",0,0.313282248649486,0.997,0.954,0,"0","TSPO"
"LYN",0,0.292795254946755,0.914,0.812,0,"0","LYN"
"SRGN",0,0.279194947948435,1,0.997,0,"0","SRGN"
"MIR222HG",1.04095316241168e-307,0.510943320967914,0.557,0.376,2.40637142554709e-303,"0","MIR222HG"
"AP5B1",1.04151418123711e-307,0.398299538917899,0.458,0.267,2.40766833276582e-303,"0","AP5B1"
"NPL",2.43625382421397e-305,0.308258327287827,0.294,0.121,5.63188796543544e-301,"0","NPL"
"SCPEP1",7.36280760538306e-305,0.349775506598615,0.807,0.675,1.7020602341364e-300,"0","SCPEP1"
"PFKFB3",8.62816447958818e-304,0.431418318359355,0.455,0.268,1.9945727827464e-299,"0","PFKFB3"
"EIF4E3",2.91181764239654e-303,0.36484601472365,0.405,0.219,6.73124884392807e-299,"0","EIF4E3"
"IL17RA",1.62511659377449e-302,0.378194163335458,0.67,0.506,3.75678202982849e-298,"0","IL17RA"
"BNIP3L",8.9218221046858e-301,0.376495025042694,0.795,0.678,2.06245761594022e-296,"0","BNIP3L"
"PELI1",4.47745278725579e-298,0.472697362914676,0.482,0.296,1.03505276082992e-293,"0","PELI1"
"AZIN1-AS1",1.23058795148374e-295,0.583316083477504,0.353,0.178,2.84475016744496e-291,"0","AZIN1-AS1"
"HLA-A",7.00374188950675e-294,0.25894431094522,1,0.996,1.61905501259728e-289,"0","HLA-A"
"EHD1",5.71794469165099e-293,0.433346487163784,0.486,0.301,1.32181727436896e-288,"0","EHD1"
"GRINA",1.03368454173393e-289,0.347253705200622,0.552,0.366,2.38956855512633e-285,"0","GRINA"
"HCK",1.27222846847402e-285,0.335138015848914,0.668,0.494,2.94101055057138e-281,"0","HCK"
"PRKACA",2.76746175720768e-285,0.350705525906432,0.485,0.302,6.39754134413698e-281,"0","PRKACA"
"ASGR1",7.43500096601195e-285,0.367378396860378,0.382,0.204,1.71874917331298e-280,"0","ASGR1"
"NUMB",4.33291557334267e-283,0.377746095120123,0.58,0.408,1.00164009308963e-278,"0","NUMB"
"ZEB2-AS1",2.27474558483655e-281,0.410329426168818,0.38,0.203,5.25852936846666e-277,"0","ZEB2-AS1"
"TIMP2",7.73991698545115e-281,0.336703545074751,0.748,0.626,1.78923660952674e-276,"0","TIMP2"
"PTGS2",1.34344350126266e-279,0.950956351797403,0.616,0.465,3.10563834186889e-275,"0","PTGS2"
"WDR74",9.36313104159075e-278,0.528231579070554,0.771,0.652,2.16447500288453e-273,"0","WDR74"
"IGF2R",8.84764945157153e-274,0.384445634027582,0.377,0.206,2.04531112371979e-269,"0","IGF2R"
"IQSEC1",6.3352455142522e-273,0.350022182414718,0.42,0.241,1.46451870552968e-268,"0","IQSEC1"
"ATP6AP2",1.48733559529108e-272,0.350026488922516,0.849,0.769,3.43827369563438e-268,"0","ATP6AP2"
"CPEB4",7.39756668966967e-271,0.396590644269712,0.442,0.27,1.71009549165094e-266,"0","CPEB4"
"LINC00877",5.20792578001255e-270,0.418421822913273,0.415,0.242,1.2039162025655e-265,"0","LINC00877"
"MX2",1.36941139366186e-269,0.472135050003356,0.469,0.296,3.16566831872811e-265,"0","MX2"
"SLC31A2",6.16023257321383e-269,0.383251131219489,0.56,0.389,1.42406096394984e-264,"0","SLC31A2"
"SMAP2",7.57551244440378e-268,0.390548147407103,0.852,0.766,1.75123121177282e-263,"0","SMAP2"
"CTNNB1",3.47631024303029e-267,0.44444436172278,0.87,0.786,8.03618638881313e-263,"0","CTNNB1"
"SLCO3A1",5.14639107182866e-267,0.374338900715857,0.644,0.491,1.18969122407463e-262,"0","SLCO3A1"
"EIF4E",6.45707228745442e-267,0.630961575603726,0.608,0.466,1.49268140069084e-262,"0","EIF4E"
"VSIR",8.73678647197434e-267,0.259122171759107,0.935,0.839,2.01968292872631e-262,"0","VSIR"
"ZNF281",1.98791607052313e-263,0.402378709392714,0.519,0.351,4.59546558022831e-259,"0","ZNF281"
"ETS2",2.88953577733733e-263,0.377305909764281,0.712,0.584,6.67973985647071e-259,"0","ETS2"
"PILRA",4.85837324023781e-263,0.280635406546371,0.722,0.55,1.12311014194577e-258,"0","PILRA"
"MAML2",7.58340024317595e-262,0.38606627265697,0.381,0.212,1.75305463421498e-257,"0","MAML2"
"VEGFA",4.39656423449184e-261,0.496696073671053,0.414,0.238,1.01635375408748e-256,"0","VEGFA"
"LTA4H",8.01502966608289e-261,0.420511257473018,0.69,0.57,1.85283440790838e-256,"0","LTA4H"
"BCL2L11",1.98791902993865e-259,0.382853401510894,0.379,0.212,4.59547242150918e-255,"0","BCL2L11"
"RNF144B",6.57659984962256e-259,0.365656490231426,0.387,0.218,1.52031258723725e-254,"0","RNF144B"
"GM2A",6.92558165529986e-259,0.377287634072004,0.443,0.276,1.60098671125567e-254,"0","GM2A"
"CCDC69",8.92595192326315e-259,0.361055844045765,0.589,0.428,2.06341230610074e-254,"0","CCDC69"
"ITM2B",1.26351875356988e-257,0.321542818334592,0.996,0.983,2.92087630262748e-253,"0","ITM2B"
"SCO2",5.41237637784347e-257,0.360004149327686,0.568,0.396,1.25117904726608e-252,"0","SCO2"
"CPD",1.62543023074061e-256,0.400751765114638,0.485,0.316,3.75750706440306e-252,"0","CPD"
"IFI44L",1.38641616291376e-252,0.551292374487345,0.302,0.148,3.20497824380774e-248,"0","IFI44L"
"SMARCD3",7.01081681106893e-252,0.261966287214064,0.271,0.119,1.6206905222148e-247,"0","SMARCD3"
"PLEKHG2",1.35849148393647e-250,0.441012406406278,0.355,0.192,3.14042476341594e-246,"0","PLEKHG2"
"AGTPBP1",1.67487555817475e-250,0.353831256532473,0.566,0.405,3.87180982783257e-246,"0","AGTPBP1"
"SLA",2.10793404631578e-250,0.388860524516566,0.501,0.334,4.87291113486819e-246,"0","SLA"
"NFAM1",1.58252590626814e-249,0.29167627584414,0.344,0.18,3.65832513752005e-245,"0","NFAM1"
"PLSCR1",1.16129818579073e-247,0.368789582892856,0.603,0.451,2.68457301609243e-243,"0","PLSCR1"
"CTSZ",1.15504260991109e-245,0.285149973228231,0.942,0.877,2.67011200133147e-241,"0","CTSZ"
"TGFBI",3.20644554817843e-244,0.343008861500521,0.369,0.201,7.41234017372407e-240,"0","TGFBI"
"CCPG1",6.19335833116508e-244,0.383121525829156,0.534,0.373,1.43171864541543e-239,"0","CCPG1"
"ASAP1",6.84207113531156e-244,0.351075787896593,0.544,0.379,1.58168158434997e-239,"0","ASAP1"
"BLVRA",1.37049389815319e-243,0.315913392268779,0.451,0.277,3.16817074436073e-239,"0","BLVRA"
"GLIPR1",5.57056848417715e-243,0.301017580121287,0.936,0.883,1.28774831648723e-238,"0","GLIPR1"
"LINC01588",6.26075485943473e-242,0.390867650138944,0.307,0.151,1.44729870085553e-237,"0","LINC01588"
"WDR26",5.45967993722205e-241,0.368085703854842,0.559,0.404,1.26211421108762e-236,"0","WDR26"
"C1orf162",1.49544425871937e-240,0.2903219035811,0.945,0.865,3.45701849288158e-236,"0","C1orf162"
"P2RX4",9.49002440049843e-240,0.364783855597842,0.423,0.263,2.19380894066322e-235,"0","P2RX4"
"CSRNP1",1.03622568037009e-239,0.372685701750971,0.795,0.69,2.39544290531154e-235,"0","CSRNP1"
"RNF130",2.57671667437933e-238,0.287536597037566,0.929,0.881,5.9565959361627e-234,"0","RNF130"
"PLEC",6.02913016328136e-238,0.332712539575442,0.579,0.415,1.39375401984575e-233,"0","PLEC"
"LILRA5",6.9176058205163e-238,0.292425967059186,0.446,0.268,1.59914293752875e-233,"0","LILRA5"
"LYST",1.81210078809625e-236,0.314761354407622,0.852,0.743,4.1890333918421e-232,"0","LYST"
"CREB5",3.85823325318671e-236,0.312396762340554,0.294,0.143,8.91907781139171e-232,"0","CREB5"
"AOAH",6.89924869312848e-236,0.332249420368308,0.575,0.419,1.59489932039051e-231,"0","AOAH"
"IL10RA",3.48568937889417e-235,0.326222222037682,0.658,0.509,8.05786813718966e-231,"0","IL10RA"
"CPPED1",2.43001087911494e-234,0.319955414542822,0.681,0.538,5.61745614925e-230,"0","CPPED1"
"NQO2",1.75245870945613e-233,0.364035287389497,0.477,0.319,4.05115879864974e-229,"0","NQO2"
"ICAM1",5.7976839046742e-233,0.385044103894252,0.429,0.266,1.34025058824354e-228,"0","ICAM1"
"RXRA",6.4527664594898e-233,0.31300479743876,0.473,0.305,1.49168602244026e-228,"0","RXRA"
"CFLAR",2.68149593874165e-232,0.373213067845651,0.801,0.715,6.19881416158907e-228,"0","CFLAR"
"OTUD1",2.85948525416248e-231,0.412665362932934,0.754,0.631,6.61027206204741e-227,"0","OTUD1"
"ZNF385A",8.26226126382789e-229,0.336900704763989,0.599,0.452,1.90998693635909e-224,"0","ZNF385A"
"PARP14",1.71725109667246e-227,0.480279622098387,0.485,0.334,3.96976936017774e-223,"0","PARP14"
"FCGRT",1.24838081653809e-225,0.275604412673072,0.919,0.822,2.8858819335911e-221,"0","FCGRT"
"GPR84",3.50144121703402e-224,0.335423741983963,0.256,0.117,8.09428166141754e-220,"0","GPR84"
"MAP3K1",1.28011217684875e-223,0.340632458494631,0.597,0.448,2.95923531922125e-219,"0","MAP3K1"
"MBD2",5.51425918165665e-223,0.2634229178091,0.78,0.658,1.27473129502357e-218,"0","MBD2"
"MCEMP1",4.57989513118891e-220,0.313938303447291,0.342,0.186,1.05873435747694e-215,"0","MCEMP1"
"ENTPD1",5.3882561883562e-220,0.324488121482148,0.361,0.206,1.2456031830623e-215,"0","ENTPD1"
"SLC36A4",2.90328566860098e-219,0.327225327535099,0.39,0.235,6.71152548010489e-215,"0","SLC36A4"
"AC015912.3",8.82283791170196e-219,0.373233953404888,0.367,0.213,2.03957544004814e-214,"0","AC015912.3"
